"","id","IdBundesland","Bundesland","Landkreis","Altersgruppe","Geschlecht","AnzahlFall","AnzahlTodesfall","ObjectId","Meldedatum","IdLandkreis"
"1",146936,-1,"-nicht erhoben-","-nicht erhoben-","A15-A34","W",1,0,146936,2020-03-20 01:00:00,"0-1"
"2",146937,-1,"-nicht erhoben-","-nicht erhoben-","A35-A59","M",1,0,146937,2020-03-19 01:00:00,"0-1"
"3",146938,1,"Schleswig-Holstein","SK Flensburg","A15-A34","M",1,0,146938,2020-03-14 01:00:00,"01001"
"4",146939,1,"Schleswig-Holstein","SK Flensburg","A15-A34","M",2,0,146939,2020-03-19 01:00:00,"01001"
"5",146940,1,"Schleswig-Holstein","SK Flensburg","A15-A34","W",1,0,146940,2020-03-14 01:00:00,"01001"
"6",146941,1,"Schleswig-Holstein","SK Flensburg","A15-A34","W",2,0,146941,2020-03-18 01:00:00,"01001"
"7",146942,1,"Schleswig-Holstein","SK Flensburg","A35-A59","M",1,0,146942,2020-03-14 01:00:00,"01001"
"8",146943,1,"Schleswig-Holstein","SK Flensburg","A35-A59","M",1,0,146943,2020-03-20 01:00:00,"01001"
"9",146944,1,"Schleswig-Holstein","SK Flensburg","A35-A59","W",1,0,146944,2020-03-14 01:00:00,"01001"
"10",146945,1,"Schleswig-Holstein","SK Flensburg","A35-A59","W",2,0,146945,2020-03-19 01:00:00,"01001"
"11",146946,1,"Schleswig-Holstein","SK Flensburg","A35-A59","W",1,0,146946,2020-03-20 01:00:00,"01001"
"12",146947,1,"Schleswig-Holstein","SK Kiel","A15-A34","M",1,0,146947,2020-03-10 01:00:00,"01002"
"13",146948,1,"Schleswig-Holstein","SK Kiel","A15-A34","M",2,0,146948,2020-03-11 01:00:00,"01002"
"14",146949,1,"Schleswig-Holstein","SK Kiel","A15-A34","M",1,0,146949,2020-03-13 01:00:00,"01002"
"15",146950,1,"Schleswig-Holstein","SK Kiel","A15-A34","M",1,0,146950,2020-03-14 01:00:00,"01002"
"16",146951,1,"Schleswig-Holstein","SK Kiel","A15-A34","M",1,0,146951,2020-03-16 01:00:00,"01002"
"17",146952,1,"Schleswig-Holstein","SK Kiel","A15-A34","M",1,0,146952,2020-03-18 01:00:00,"01002"
"18",146953,1,"Schleswig-Holstein","SK Kiel","A15-A34","M",1,0,146953,2020-03-20 01:00:00,"01002"
"19",146954,1,"Schleswig-Holstein","SK Kiel","A15-A34","W",1,0,146954,2020-03-10 01:00:00,"01002"
"20",146955,1,"Schleswig-Holstein","SK Kiel","A15-A34","W",1,0,146955,2020-03-12 01:00:00,"01002"
"21",146956,1,"Schleswig-Holstein","SK Kiel","A15-A34","W",3,0,146956,2020-03-16 01:00:00,"01002"
"22",146957,1,"Schleswig-Holstein","SK Kiel","A15-A34","W",1,0,146957,2020-03-17 01:00:00,"01002"
"23",146958,1,"Schleswig-Holstein","SK Kiel","A15-A34","W",2,0,146958,2020-03-18 01:00:00,"01002"
"24",146959,1,"Schleswig-Holstein","SK Kiel","A15-A34","W",3,0,146959,2020-03-19 01:00:00,"01002"
"25",146960,1,"Schleswig-Holstein","SK Kiel","A35-A59","M",1,0,146960,2020-03-11 01:00:00,"01002"
"26",146961,1,"Schleswig-Holstein","SK Kiel","A35-A59","M",1,0,146961,2020-03-12 01:00:00,"01002"
"27",146962,1,"Schleswig-Holstein","SK Kiel","A35-A59","M",3,0,146962,2020-03-19 01:00:00,"01002"
"28",146963,1,"Schleswig-Holstein","SK Kiel","A35-A59","W",1,0,146963,2020-03-10 01:00:00,"01002"
"29",146964,1,"Schleswig-Holstein","SK Kiel","A35-A59","W",1,0,146964,2020-03-11 01:00:00,"01002"
"30",146965,1,"Schleswig-Holstein","SK Kiel","A35-A59","W",2,0,146965,2020-03-12 01:00:00,"01002"
"31",146966,1,"Schleswig-Holstein","SK Kiel","A35-A59","W",1,0,146966,2020-03-16 01:00:00,"01002"
"32",146967,1,"Schleswig-Holstein","SK Kiel","A35-A59","W",1,0,146967,2020-03-17 01:00:00,"01002"
"33",146968,1,"Schleswig-Holstein","SK Kiel","A35-A59","W",1,0,146968,2020-03-18 01:00:00,"01002"
"34",146969,1,"Schleswig-Holstein","SK Kiel","A35-A59","W",2,0,146969,2020-03-19 01:00:00,"01002"
"35",146970,1,"Schleswig-Holstein","SK Kiel","A60-A79","M",1,0,146970,2020-03-19 01:00:00,"01002"
"36",146971,1,"Schleswig-Holstein","SK Kiel","A60-A79","M",1,0,146971,2020-03-20 01:00:00,"01002"
"37",146972,1,"Schleswig-Holstein","SK Kiel","A60-A79","W",1,0,146972,2020-03-18 01:00:00,"01002"
"38",146973,1,"Schleswig-Holstein","SK Lübeck","A15-A34","M",1,0,146973,2020-03-11 01:00:00,"01003"
"39",146974,1,"Schleswig-Holstein","SK Lübeck","A15-A34","M",1,0,146974,2020-03-18 01:00:00,"01003"
"40",146975,1,"Schleswig-Holstein","SK Lübeck","A15-A34","M",1,0,146975,2020-03-19 01:00:00,"01003"
"41",146976,1,"Schleswig-Holstein","SK Lübeck","A15-A34","M",1,0,146976,2020-03-20 01:00:00,"01003"
"42",146977,1,"Schleswig-Holstein","SK Lübeck","A15-A34","W",1,0,146977,2020-03-08 01:00:00,"01003"
"43",146978,1,"Schleswig-Holstein","SK Lübeck","A15-A34","W",1,0,146978,2020-03-17 01:00:00,"01003"
"44",146979,1,"Schleswig-Holstein","SK Lübeck","A15-A34","W",1,0,146979,2020-03-18 01:00:00,"01003"
"45",146980,1,"Schleswig-Holstein","SK Lübeck","A15-A34","W",1,0,146980,2020-03-19 01:00:00,"01003"
"46",146981,1,"Schleswig-Holstein","SK Lübeck","A35-A59","M",1,0,146981,2020-02-29 01:00:00,"01003"
"47",146982,1,"Schleswig-Holstein","SK Lübeck","A35-A59","M",1,0,146982,2020-03-11 01:00:00,"01003"
"48",146983,1,"Schleswig-Holstein","SK Lübeck","A35-A59","M",1,0,146983,2020-03-15 01:00:00,"01003"
"49",146984,1,"Schleswig-Holstein","SK Lübeck","A35-A59","M",1,0,146984,2020-03-17 01:00:00,"01003"
"50",146985,1,"Schleswig-Holstein","SK Lübeck","A35-A59","M",1,0,146985,2020-03-18 01:00:00,"01003"
"51",146986,1,"Schleswig-Holstein","SK Lübeck","A35-A59","M",1,0,146986,2020-03-19 01:00:00,"01003"
"52",146987,1,"Schleswig-Holstein","SK Lübeck","A35-A59","W",2,0,146987,2020-03-11 01:00:00,"01003"
"53",146988,1,"Schleswig-Holstein","SK Lübeck","A35-A59","W",1,0,146988,2020-03-12 01:00:00,"01003"
"54",146989,1,"Schleswig-Holstein","SK Lübeck","A35-A59","W",1,0,146989,2020-03-13 01:00:00,"01003"
"55",146990,1,"Schleswig-Holstein","SK Lübeck","A35-A59","W",1,0,146990,2020-03-18 01:00:00,"01003"
"56",146991,1,"Schleswig-Holstein","SK Lübeck","A60-A79","M",1,0,146991,2020-03-11 01:00:00,"01003"
"57",146992,1,"Schleswig-Holstein","SK Lübeck","A60-A79","M",1,1,146992,2020-03-18 01:00:00,"01003"
"58",146993,1,"Schleswig-Holstein","SK Neumünster","A35-A59","W",1,0,146993,2020-03-16 01:00:00,"01004"
"59",146994,1,"Schleswig-Holstein","LK Dithmarschen","A15-A34","M",1,0,146994,2020-03-18 01:00:00,"01051"
"60",146995,1,"Schleswig-Holstein","LK Dithmarschen","A15-A34","W",1,0,146995,2020-03-05 01:00:00,"01051"
"61",146996,1,"Schleswig-Holstein","LK Dithmarschen","A35-A59","M",1,0,146996,2020-03-15 01:00:00,"01051"
"62",146997,1,"Schleswig-Holstein","LK Dithmarschen","A35-A59","W",2,0,146997,2020-03-15 01:00:00,"01051"
"63",146998,1,"Schleswig-Holstein","LK Dithmarschen","A35-A59","W",1,0,146998,2020-03-18 01:00:00,"01051"
"64",146999,1,"Schleswig-Holstein","LK Dithmarschen","A60-A79","M",1,0,146999,2020-03-15 01:00:00,"01051"
"65",147000,1,"Schleswig-Holstein","LK Dithmarschen","A60-A79","M",1,0,147000,2020-03-18 01:00:00,"01051"
"66",147001,1,"Schleswig-Holstein","LK Dithmarschen","A60-A79","M",1,0,147001,2020-03-19 01:00:00,"01051"
"67",147002,1,"Schleswig-Holstein","LK Dithmarschen","A60-A79","W",1,0,147002,2020-03-15 01:00:00,"01051"
"68",147003,1,"Schleswig-Holstein","LK Dithmarschen","A60-A79","W",1,0,147003,2020-03-18 01:00:00,"01051"
"69",147004,1,"Schleswig-Holstein","LK Dithmarschen","A60-A79","W",1,0,147004,2020-03-20 01:00:00,"01051"
"70",147005,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A15-A34","M",1,0,147005,2020-03-11 01:00:00,"01053"
"71",147006,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A15-A34","M",1,0,147006,2020-03-18 01:00:00,"01053"
"72",147007,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A15-A34","W",1,0,147007,2020-03-02 01:00:00,"01053"
"73",147008,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A15-A34","W",1,0,147008,2020-03-10 01:00:00,"01053"
"74",147009,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A15-A34","W",1,0,147009,2020-03-11 01:00:00,"01053"
"75",147010,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A15-A34","W",1,0,147010,2020-03-16 01:00:00,"01053"
"76",147011,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A15-A34","W",1,0,147011,2020-03-19 01:00:00,"01053"
"77",147012,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A35-A59","M",1,0,147012,2020-03-10 01:00:00,"01053"
"78",147013,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A35-A59","M",2,0,147013,2020-03-18 01:00:00,"01053"
"79",147014,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A35-A59","M",2,0,147014,2020-03-19 01:00:00,"01053"
"80",147015,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A35-A59","W",3,0,147015,2020-03-13 01:00:00,"01053"
"81",147016,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A35-A59","W",1,0,147016,2020-03-17 01:00:00,"01053"
"82",147017,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A60-A79","M",1,0,147017,2020-03-13 01:00:00,"01053"
"83",147018,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A60-A79","M",1,0,147018,2020-03-16 01:00:00,"01053"
"84",147019,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A60-A79","M",1,0,147019,2020-03-17 01:00:00,"01053"
"85",147020,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","unbekannt","M",1,0,147020,2020-03-17 01:00:00,"01053"
"86",147021,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","unbekannt","W",1,0,147021,2020-03-17 01:00:00,"01053"
"87",147022,1,"Schleswig-Holstein","LK Nordfriesland","A00-A04","M",1,0,147022,2020-03-20 01:00:00,"01054"
"88",147023,1,"Schleswig-Holstein","LK Nordfriesland","A15-A34","M",2,0,147023,2020-03-17 01:00:00,"01054"
"89",147024,1,"Schleswig-Holstein","LK Nordfriesland","A15-A34","M",1,0,147024,2020-03-18 01:00:00,"01054"
"90",147025,1,"Schleswig-Holstein","LK Nordfriesland","A15-A34","W",1,0,147025,2020-03-17 01:00:00,"01054"
"91",147026,1,"Schleswig-Holstein","LK Nordfriesland","A35-A59","M",1,0,147026,2020-03-12 01:00:00,"01054"
"92",147027,1,"Schleswig-Holstein","LK Nordfriesland","A35-A59","M",3,0,147027,2020-03-17 01:00:00,"01054"
"93",147028,1,"Schleswig-Holstein","LK Nordfriesland","A35-A59","M",1,0,147028,2020-03-19 01:00:00,"01054"
"94",147029,1,"Schleswig-Holstein","LK Nordfriesland","A35-A59","W",2,0,147029,2020-03-17 01:00:00,"01054"
"95",147030,1,"Schleswig-Holstein","LK Nordfriesland","A35-A59","W",1,0,147030,2020-03-20 01:00:00,"01054"
"96",147031,1,"Schleswig-Holstein","LK Nordfriesland","A60-A79","W",1,0,147031,2020-03-20 01:00:00,"01054"
"97",147032,1,"Schleswig-Holstein","LK Nordfriesland","unbekannt","W",1,0,147032,2020-03-19 01:00:00,"01054"
"98",147033,1,"Schleswig-Holstein","LK Ostholstein","A00-A04","M",1,0,147033,2020-03-19 01:00:00,"01055"
"99",147034,1,"Schleswig-Holstein","LK Ostholstein","A35-A59","M",1,0,147034,2020-03-10 01:00:00,"01055"
"100",147035,1,"Schleswig-Holstein","LK Ostholstein","A35-A59","M",2,0,147035,2020-03-15 01:00:00,"01055"
"101",147036,1,"Schleswig-Holstein","LK Ostholstein","A35-A59","M",1,0,147036,2020-03-16 01:00:00,"01055"
"102",147037,1,"Schleswig-Holstein","LK Ostholstein","A35-A59","M",1,0,147037,2020-03-18 01:00:00,"01055"
"103",147038,1,"Schleswig-Holstein","LK Ostholstein","A35-A59","M",2,0,147038,2020-03-19 01:00:00,"01055"
"104",147039,1,"Schleswig-Holstein","LK Ostholstein","A35-A59","W",1,0,147039,2020-03-18 01:00:00,"01055"
"105",147040,1,"Schleswig-Holstein","LK Ostholstein","A35-A59","W",1,0,147040,2020-03-19 01:00:00,"01055"
"106",147041,1,"Schleswig-Holstein","LK Ostholstein","A60-A79","W",1,0,147041,2020-03-19 01:00:00,"01055"
"107",147042,1,"Schleswig-Holstein","LK Pinneberg","A05-A14","W",1,0,147042,2020-03-13 01:00:00,"01056"
"108",147043,1,"Schleswig-Holstein","LK Pinneberg","A15-A34","M",1,0,147043,2020-03-14 01:00:00,"01056"
"109",147044,1,"Schleswig-Holstein","LK Pinneberg","A15-A34","M",1,0,147044,2020-03-17 01:00:00,"01056"
"110",147045,1,"Schleswig-Holstein","LK Pinneberg","A15-A34","M",2,0,147045,2020-03-19 01:00:00,"01056"
"111",147046,1,"Schleswig-Holstein","LK Pinneberg","A15-A34","M",1,0,147046,2020-03-20 01:00:00,"01056"
"112",147047,1,"Schleswig-Holstein","LK Pinneberg","A15-A34","W",1,0,147047,2020-03-09 01:00:00,"01056"
"113",147048,1,"Schleswig-Holstein","LK Pinneberg","A15-A34","W",1,0,147048,2020-03-12 01:00:00,"01056"
"114",147049,1,"Schleswig-Holstein","LK Pinneberg","A15-A34","W",1,0,147049,2020-03-14 01:00:00,"01056"
"115",147050,1,"Schleswig-Holstein","LK Pinneberg","A15-A34","W",1,0,147050,2020-03-17 01:00:00,"01056"
"116",147051,1,"Schleswig-Holstein","LK Pinneberg","A15-A34","W",1,0,147051,2020-03-19 01:00:00,"01056"
"117",147052,1,"Schleswig-Holstein","LK Pinneberg","A15-A34","W",1,0,147052,2020-03-20 01:00:00,"01056"
"118",147053,1,"Schleswig-Holstein","LK Pinneberg","A35-A59","M",1,0,147053,2020-03-03 01:00:00,"01056"
"119",147054,1,"Schleswig-Holstein","LK Pinneberg","A35-A59","M",1,0,147054,2020-03-11 01:00:00,"01056"
"120",147055,1,"Schleswig-Holstein","LK Pinneberg","A35-A59","M",1,0,147055,2020-03-12 01:00:00,"01056"
"121",147056,1,"Schleswig-Holstein","LK Pinneberg","A35-A59","M",3,0,147056,2020-03-13 01:00:00,"01056"
"122",147057,1,"Schleswig-Holstein","LK Pinneberg","A35-A59","M",3,0,147057,2020-03-14 01:00:00,"01056"
"123",147058,1,"Schleswig-Holstein","LK Pinneberg","A35-A59","M",1,0,147058,2020-03-15 01:00:00,"01056"
"124",147059,1,"Schleswig-Holstein","LK Pinneberg","A35-A59","M",1,0,147059,2020-03-16 01:00:00,"01056"
"125",147060,1,"Schleswig-Holstein","LK Pinneberg","A35-A59","M",4,0,147060,2020-03-17 01:00:00,"01056"
"126",147061,1,"Schleswig-Holstein","LK Pinneberg","A35-A59","M",2,0,147061,2020-03-18 01:00:00,"01056"
"127",147062,1,"Schleswig-Holstein","LK Pinneberg","A35-A59","M",3,0,147062,2020-03-19 01:00:00,"01056"
"128",147063,1,"Schleswig-Holstein","LK Pinneberg","A35-A59","M",4,0,147063,2020-03-20 01:00:00,"01056"
"129",147064,1,"Schleswig-Holstein","LK Pinneberg","A35-A59","W",4,0,147064,2020-03-13 01:00:00,"01056"
"130",147065,1,"Schleswig-Holstein","LK Pinneberg","A35-A59","W",2,0,147065,2020-03-14 01:00:00,"01056"
"131",147066,1,"Schleswig-Holstein","LK Pinneberg","A35-A59","W",2,0,147066,2020-03-15 01:00:00,"01056"
"132",147067,1,"Schleswig-Holstein","LK Pinneberg","A35-A59","W",2,0,147067,2020-03-16 01:00:00,"01056"
"133",147068,1,"Schleswig-Holstein","LK Pinneberg","A35-A59","W",4,0,147068,2020-03-17 01:00:00,"01056"
"134",147069,1,"Schleswig-Holstein","LK Pinneberg","A35-A59","W",2,0,147069,2020-03-18 01:00:00,"01056"
"135",147070,1,"Schleswig-Holstein","LK Pinneberg","A35-A59","W",2,0,147070,2020-03-20 01:00:00,"01056"
"136",147071,1,"Schleswig-Holstein","LK Pinneberg","A60-A79","M",2,0,147071,2020-03-11 01:00:00,"01056"
"137",147072,1,"Schleswig-Holstein","LK Pinneberg","A60-A79","M",1,0,147072,2020-03-20 01:00:00,"01056"
"138",147073,1,"Schleswig-Holstein","LK Pinneberg","A60-A79","W",1,0,147073,2020-03-06 01:00:00,"01056"
"139",147074,1,"Schleswig-Holstein","LK Pinneberg","A60-A79","W",1,0,147074,2020-03-10 01:00:00,"01056"
"140",147075,1,"Schleswig-Holstein","LK Pinneberg","A60-A79","W",1,0,147075,2020-03-11 01:00:00,"01056"
"141",147076,1,"Schleswig-Holstein","LK Pinneberg","A60-A79","W",1,0,147076,2020-03-17 01:00:00,"01056"
"142",147077,1,"Schleswig-Holstein","LK Pinneberg","A60-A79","W",1,0,147077,2020-03-18 01:00:00,"01056"
"143",147078,1,"Schleswig-Holstein","LK Plön","A35-A59","M",2,0,147078,2020-03-09 01:00:00,"01057"
"144",147079,1,"Schleswig-Holstein","LK Plön","A35-A59","M",1,0,147079,2020-03-14 01:00:00,"01057"
"145",147080,1,"Schleswig-Holstein","LK Plön","A35-A59","M",1,0,147080,2020-03-16 01:00:00,"01057"
"146",147081,1,"Schleswig-Holstein","LK Plön","A35-A59","M",1,0,147081,2020-03-20 01:00:00,"01057"
"147",147082,1,"Schleswig-Holstein","LK Plön","A35-A59","W",1,0,147082,2020-03-14 01:00:00,"01057"
"148",147083,1,"Schleswig-Holstein","LK Plön","A35-A59","W",1,0,147083,2020-03-17 01:00:00,"01057"
"149",147084,1,"Schleswig-Holstein","LK Plön","A35-A59","W",1,0,147084,2020-03-19 01:00:00,"01057"
"150",147085,1,"Schleswig-Holstein","LK Plön","A60-A79","M",1,0,147085,2020-03-14 01:00:00,"01057"
"151",147086,1,"Schleswig-Holstein","LK Plön","A60-A79","M",2,0,147086,2020-03-18 01:00:00,"01057"
"152",147087,1,"Schleswig-Holstein","LK Plön","A60-A79","W",1,0,147087,2020-03-16 01:00:00,"01057"
"153",147088,1,"Schleswig-Holstein","LK Rendsburg-Eckernförde","A15-A34","W",2,0,147088,2020-03-15 01:00:00,"01058"
"154",147089,1,"Schleswig-Holstein","LK Rendsburg-Eckernförde","A15-A34","W",2,0,147089,2020-03-19 01:00:00,"01058"
"155",147090,1,"Schleswig-Holstein","LK Rendsburg-Eckernförde","A15-A34","W",1,0,147090,2020-03-20 01:00:00,"01058"
"156",147091,1,"Schleswig-Holstein","LK Rendsburg-Eckernförde","A35-A59","M",1,0,147091,2020-03-11 01:00:00,"01058"
"157",147092,1,"Schleswig-Holstein","LK Rendsburg-Eckernförde","A35-A59","M",1,0,147092,2020-03-13 01:00:00,"01058"
"158",147093,1,"Schleswig-Holstein","LK Rendsburg-Eckernförde","A35-A59","M",2,0,147093,2020-03-15 01:00:00,"01058"
"159",147094,1,"Schleswig-Holstein","LK Rendsburg-Eckernförde","A35-A59","M",2,0,147094,2020-03-17 01:00:00,"01058"
"160",147095,1,"Schleswig-Holstein","LK Rendsburg-Eckernförde","A35-A59","M",2,0,147095,2020-03-18 01:00:00,"01058"
"161",147096,1,"Schleswig-Holstein","LK Rendsburg-Eckernförde","A35-A59","M",1,0,147096,2020-03-20 01:00:00,"01058"
"162",147097,1,"Schleswig-Holstein","LK Rendsburg-Eckernförde","A35-A59","W",1,0,147097,2020-03-11 01:00:00,"01058"
"163",147098,1,"Schleswig-Holstein","LK Rendsburg-Eckernförde","A35-A59","W",1,0,147098,2020-03-17 01:00:00,"01058"
"164",147099,1,"Schleswig-Holstein","LK Rendsburg-Eckernförde","A35-A59","W",1,0,147099,2020-03-18 01:00:00,"01058"
"165",147100,1,"Schleswig-Holstein","LK Rendsburg-Eckernförde","A35-A59","W",1,0,147100,2020-03-20 01:00:00,"01058"
"166",147101,1,"Schleswig-Holstein","LK Rendsburg-Eckernförde","A60-A79","M",1,0,147101,2020-03-12 01:00:00,"01058"
"167",147102,1,"Schleswig-Holstein","LK Rendsburg-Eckernförde","A60-A79","M",1,0,147102,2020-03-13 01:00:00,"01058"
"168",147103,1,"Schleswig-Holstein","LK Rendsburg-Eckernförde","A60-A79","M",1,0,147103,2020-03-16 01:00:00,"01058"
"169",147104,1,"Schleswig-Holstein","LK Rendsburg-Eckernförde","A60-A79","M",1,0,147104,2020-03-18 01:00:00,"01058"
"170",147105,1,"Schleswig-Holstein","LK Rendsburg-Eckernförde","A60-A79","M",1,0,147105,2020-03-20 01:00:00,"01058"
"171",147106,1,"Schleswig-Holstein","LK Rendsburg-Eckernförde","A60-A79","W",2,0,147106,2020-03-12 01:00:00,"01058"
"172",147107,1,"Schleswig-Holstein","LK Rendsburg-Eckernförde","A60-A79","W",1,0,147107,2020-03-13 01:00:00,"01058"
"173",147108,1,"Schleswig-Holstein","LK Rendsburg-Eckernförde","A60-A79","W",1,0,147108,2020-03-17 01:00:00,"01058"
"174",147109,1,"Schleswig-Holstein","LK Rendsburg-Eckernförde","A60-A79","W",1,0,147109,2020-03-18 01:00:00,"01058"
"175",147110,1,"Schleswig-Holstein","LK Rendsburg-Eckernförde","A60-A79","W",1,0,147110,2020-03-20 01:00:00,"01058"
"176",147111,1,"Schleswig-Holstein","LK Rendsburg-Eckernförde","A80+","W",1,0,147111,2020-03-19 01:00:00,"01058"
"177",147112,1,"Schleswig-Holstein","LK Schleswig-Flensburg","A05-A14","M",2,0,147112,2020-03-15 01:00:00,"01059"
"178",147113,1,"Schleswig-Holstein","LK Schleswig-Flensburg","A05-A14","M",1,0,147113,2020-03-17 01:00:00,"01059"
"179",147114,1,"Schleswig-Holstein","LK Schleswig-Flensburg","A05-A14","W",1,0,147114,2020-03-15 01:00:00,"01059"
"180",147115,1,"Schleswig-Holstein","LK Schleswig-Flensburg","A15-A34","W",1,0,147115,2020-03-16 01:00:00,"01059"
"181",147116,1,"Schleswig-Holstein","LK Schleswig-Flensburg","A35-A59","M",1,0,147116,2020-03-11 01:00:00,"01059"
"182",147117,1,"Schleswig-Holstein","LK Schleswig-Flensburg","A35-A59","M",2,0,147117,2020-03-12 01:00:00,"01059"
"183",147118,1,"Schleswig-Holstein","LK Schleswig-Flensburg","A35-A59","M",2,0,147118,2020-03-13 01:00:00,"01059"
"184",147119,1,"Schleswig-Holstein","LK Schleswig-Flensburg","A35-A59","M",4,0,147119,2020-03-14 01:00:00,"01059"
"185",147120,1,"Schleswig-Holstein","LK Schleswig-Flensburg","A35-A59","M",1,0,147120,2020-03-18 01:00:00,"01059"
"186",147121,1,"Schleswig-Holstein","LK Schleswig-Flensburg","A35-A59","M",1,0,147121,2020-03-20 01:00:00,"01059"
"187",147122,1,"Schleswig-Holstein","LK Schleswig-Flensburg","A35-A59","W",1,0,147122,2020-03-13 01:00:00,"01059"
"188",147123,1,"Schleswig-Holstein","LK Schleswig-Flensburg","A35-A59","W",1,0,147123,2020-03-14 01:00:00,"01059"
"189",147124,1,"Schleswig-Holstein","LK Schleswig-Flensburg","A35-A59","W",2,0,147124,2020-03-15 01:00:00,"01059"
"190",147125,1,"Schleswig-Holstein","LK Schleswig-Flensburg","A35-A59","W",1,0,147125,2020-03-19 01:00:00,"01059"
"191",147126,1,"Schleswig-Holstein","LK Schleswig-Flensburg","A60-A79","M",1,0,147126,2020-03-18 01:00:00,"01059"
"192",147127,1,"Schleswig-Holstein","LK Schleswig-Flensburg","A60-A79","W",1,0,147127,2020-03-18 01:00:00,"01059"
"193",147128,1,"Schleswig-Holstein","LK Schleswig-Flensburg","A80+","M",1,0,147128,2020-03-19 01:00:00,"01059"
"194",147129,1,"Schleswig-Holstein","LK Segeberg","A15-A34","M",1,0,147129,2020-03-16 01:00:00,"01060"
"195",147130,1,"Schleswig-Holstein","LK Segeberg","A15-A34","M",1,0,147130,2020-03-17 01:00:00,"01060"
"196",147131,1,"Schleswig-Holstein","LK Segeberg","A15-A34","M",1,0,147131,2020-03-19 01:00:00,"01060"
"197",147132,1,"Schleswig-Holstein","LK Segeberg","A15-A34","W",2,0,147132,2020-03-20 01:00:00,"01060"
"198",147133,1,"Schleswig-Holstein","LK Segeberg","A35-A59","M",1,0,147133,2020-03-12 01:00:00,"01060"
"199",147134,1,"Schleswig-Holstein","LK Segeberg","A35-A59","M",2,0,147134,2020-03-14 01:00:00,"01060"
"200",147135,1,"Schleswig-Holstein","LK Segeberg","A35-A59","M",2,0,147135,2020-03-16 01:00:00,"01060"
"201",147136,1,"Schleswig-Holstein","LK Segeberg","A35-A59","M",1,0,147136,2020-03-17 01:00:00,"01060"
"202",147137,1,"Schleswig-Holstein","LK Segeberg","A35-A59","M",1,0,147137,2020-03-18 01:00:00,"01060"
"203",147138,1,"Schleswig-Holstein","LK Segeberg","A35-A59","M",1,0,147138,2020-03-19 01:00:00,"01060"
"204",147139,1,"Schleswig-Holstein","LK Segeberg","A35-A59","M",3,0,147139,2020-03-20 01:00:00,"01060"
"205",147140,1,"Schleswig-Holstein","LK Segeberg","A35-A59","W",1,0,147140,2020-03-16 01:00:00,"01060"
"206",147141,1,"Schleswig-Holstein","LK Segeberg","A35-A59","W",1,0,147141,2020-03-18 01:00:00,"01060"
"207",147142,1,"Schleswig-Holstein","LK Segeberg","A35-A59","W",2,0,147142,2020-03-19 01:00:00,"01060"
"208",147143,1,"Schleswig-Holstein","LK Segeberg","A60-A79","M",1,0,147143,2020-02-28 01:00:00,"01060"
"209",147144,1,"Schleswig-Holstein","LK Segeberg","A60-A79","M",1,0,147144,2020-03-17 01:00:00,"01060"
"210",147145,1,"Schleswig-Holstein","LK Segeberg","A60-A79","M",2,0,147145,2020-03-18 01:00:00,"01060"
"211",147146,1,"Schleswig-Holstein","LK Segeberg","A60-A79","W",1,0,147146,2020-03-06 01:00:00,"01060"
"212",147147,1,"Schleswig-Holstein","LK Segeberg","A60-A79","W",1,0,147147,2020-03-12 01:00:00,"01060"
"213",147148,1,"Schleswig-Holstein","LK Segeberg","A60-A79","W",1,0,147148,2020-03-17 01:00:00,"01060"
"214",147149,1,"Schleswig-Holstein","LK Steinburg","A15-A34","M",1,0,147149,2020-03-14 01:00:00,"01061"
"215",147150,1,"Schleswig-Holstein","LK Steinburg","A15-A34","M",1,0,147150,2020-03-19 01:00:00,"01061"
"216",147151,1,"Schleswig-Holstein","LK Steinburg","A15-A34","W",1,0,147151,2020-03-19 01:00:00,"01061"
"217",147152,1,"Schleswig-Holstein","LK Steinburg","A15-A34","W",2,0,147152,2020-03-20 01:00:00,"01061"
"218",147153,1,"Schleswig-Holstein","LK Steinburg","A35-A59","M",1,0,147153,2020-03-19 01:00:00,"01061"
"219",147154,1,"Schleswig-Holstein","LK Steinburg","A35-A59","M",1,0,147154,2020-03-20 01:00:00,"01061"
"220",147155,1,"Schleswig-Holstein","LK Steinburg","A35-A59","W",2,0,147155,2020-03-13 01:00:00,"01061"
