"","id","IdBundesland","Bundesland","Landkreis","Altersgruppe","Geschlecht","AnzahlFall","AnzahlTodesfall","ObjectId","Meldedatum","IdLandkreis","Datenstand","NeuerFall","NeuerTodesfall"
"1",195068,1,"Schleswig-Holstein","SK Flensburg","A15-A34","M",1,0,195068,2020-03-14 01:00:00,"01001","24.03.2020 00:00",0,0
"2",195069,1,"Schleswig-Holstein","SK Flensburg","A15-A34","M",2,0,195069,2020-03-19 01:00:00,"01001","24.03.2020 00:00",0,0
"3",195070,1,"Schleswig-Holstein","SK Flensburg","A15-A34","M",1,0,195070,2020-03-21 01:00:00,"01001","24.03.2020 00:00",0,0
"4",195071,1,"Schleswig-Holstein","SK Flensburg","A15-A34","W",1,0,195071,2020-03-14 01:00:00,"01001","24.03.2020 00:00",0,0
"5",195072,1,"Schleswig-Holstein","SK Flensburg","A15-A34","W",2,0,195072,2020-03-18 01:00:00,"01001","24.03.2020 00:00",0,0
"6",195073,1,"Schleswig-Holstein","SK Flensburg","A35-A59","M",1,0,195073,2020-03-14 01:00:00,"01001","24.03.2020 00:00",0,0
"7",195074,1,"Schleswig-Holstein","SK Flensburg","A35-A59","M",1,0,195074,2020-03-20 01:00:00,"01001","24.03.2020 00:00",0,0
"8",195075,1,"Schleswig-Holstein","SK Flensburg","A35-A59","W",1,0,195075,2020-03-14 01:00:00,"01001","24.03.2020 00:00",0,0
"9",195076,1,"Schleswig-Holstein","SK Flensburg","A35-A59","W",2,0,195076,2020-03-19 01:00:00,"01001","24.03.2020 00:00",0,0
"10",195077,1,"Schleswig-Holstein","SK Flensburg","A35-A59","W",1,0,195077,2020-03-20 01:00:00,"01001","24.03.2020 00:00",0,0
"11",195078,1,"Schleswig-Holstein","SK Kiel","A15-A34","M",1,0,195078,2020-03-10 01:00:00,"01002","24.03.2020 00:00",0,0
"12",195079,1,"Schleswig-Holstein","SK Kiel","A15-A34","M",2,0,195079,2020-03-11 01:00:00,"01002","24.03.2020 00:00",0,0
"13",195080,1,"Schleswig-Holstein","SK Kiel","A15-A34","M",1,0,195080,2020-03-13 01:00:00,"01002","24.03.2020 00:00",0,0
"14",195081,1,"Schleswig-Holstein","SK Kiel","A15-A34","M",1,0,195081,2020-03-14 01:00:00,"01002","24.03.2020 00:00",0,0
"15",195082,1,"Schleswig-Holstein","SK Kiel","A15-A34","M",1,0,195082,2020-03-16 01:00:00,"01002","24.03.2020 00:00",0,0
"16",195083,1,"Schleswig-Holstein","SK Kiel","A15-A34","M",1,0,195083,2020-03-18 01:00:00,"01002","24.03.2020 00:00",0,0
"17",195084,1,"Schleswig-Holstein","SK Kiel","A15-A34","M",1,0,195084,2020-03-20 01:00:00,"01002","24.03.2020 00:00",0,0
"18",195085,1,"Schleswig-Holstein","SK Kiel","A15-A34","M",1,0,195085,2020-03-21 01:00:00,"01002","24.03.2020 00:00",0,0
"19",195086,1,"Schleswig-Holstein","SK Kiel","A15-A34","M",2,0,195086,2020-03-23 01:00:00,"01002","24.03.2020 00:00",1,0
"20",195087,1,"Schleswig-Holstein","SK Kiel","A15-A34","W",1,0,195087,2020-03-10 01:00:00,"01002","24.03.2020 00:00",0,0
"21",195088,1,"Schleswig-Holstein","SK Kiel","A15-A34","W",1,0,195088,2020-03-12 01:00:00,"01002","24.03.2020 00:00",0,0
"22",195089,1,"Schleswig-Holstein","SK Kiel","A15-A34","W",3,0,195089,2020-03-16 01:00:00,"01002","24.03.2020 00:00",0,0
"23",195090,1,"Schleswig-Holstein","SK Kiel","A15-A34","W",1,0,195090,2020-03-17 01:00:00,"01002","24.03.2020 00:00",0,0
"24",195091,1,"Schleswig-Holstein","SK Kiel","A15-A34","W",2,0,195091,2020-03-18 01:00:00,"01002","24.03.2020 00:00",0,0
"25",195092,1,"Schleswig-Holstein","SK Kiel","A15-A34","W",3,0,195092,2020-03-19 01:00:00,"01002","24.03.2020 00:00",0,0
"26",195093,1,"Schleswig-Holstein","SK Kiel","A15-A34","W",1,0,195093,2020-03-20 01:00:00,"01002","24.03.2020 00:00",0,0
"27",195094,1,"Schleswig-Holstein","SK Kiel","A15-A34","W",1,0,195094,2020-03-22 01:00:00,"01002","24.03.2020 00:00",0,0
"28",195095,1,"Schleswig-Holstein","SK Kiel","A15-A34","W",3,0,195095,2020-03-23 01:00:00,"01002","24.03.2020 00:00",1,0
"29",195096,1,"Schleswig-Holstein","SK Kiel","A35-A59","M",1,0,195096,2020-03-11 01:00:00,"01002","24.03.2020 00:00",0,0
"30",195097,1,"Schleswig-Holstein","SK Kiel","A35-A59","M",1,0,195097,2020-03-12 01:00:00,"01002","24.03.2020 00:00",0,0
"31",195098,1,"Schleswig-Holstein","SK Kiel","A35-A59","M",3,0,195098,2020-03-19 01:00:00,"01002","24.03.2020 00:00",0,0
"32",195099,1,"Schleswig-Holstein","SK Kiel","A35-A59","M",1,0,195099,2020-03-21 01:00:00,"01002","24.03.2020 00:00",0,0
"33",195100,1,"Schleswig-Holstein","SK Kiel","A35-A59","W",1,0,195100,2020-03-10 01:00:00,"01002","24.03.2020 00:00",0,0
"34",195101,1,"Schleswig-Holstein","SK Kiel","A35-A59","W",1,0,195101,2020-03-11 01:00:00,"01002","24.03.2020 00:00",0,0
"35",195102,1,"Schleswig-Holstein","SK Kiel","A35-A59","W",2,0,195102,2020-03-12 01:00:00,"01002","24.03.2020 00:00",0,0
"36",195103,1,"Schleswig-Holstein","SK Kiel","A35-A59","W",1,0,195103,2020-03-16 01:00:00,"01002","24.03.2020 00:00",0,0
"37",195104,1,"Schleswig-Holstein","SK Kiel","A35-A59","W",1,0,195104,2020-03-17 01:00:00,"01002","24.03.2020 00:00",0,0
"38",195105,1,"Schleswig-Holstein","SK Kiel","A35-A59","W",1,0,195105,2020-03-18 01:00:00,"01002","24.03.2020 00:00",0,0
"39",195106,1,"Schleswig-Holstein","SK Kiel","A35-A59","W",2,0,195106,2020-03-19 01:00:00,"01002","24.03.2020 00:00",0,0
"40",195107,1,"Schleswig-Holstein","SK Kiel","A35-A59","W",1,0,195107,2020-03-23 01:00:00,"01002","24.03.2020 00:00",1,0
"41",195108,1,"Schleswig-Holstein","SK Kiel","A60-A79","M",1,0,195108,2020-03-19 01:00:00,"01002","24.03.2020 00:00",0,0
"42",195109,1,"Schleswig-Holstein","SK Kiel","A60-A79","M",1,0,195109,2020-03-20 01:00:00,"01002","24.03.2020 00:00",0,0
"43",195110,1,"Schleswig-Holstein","SK Kiel","A60-A79","M",1,0,195110,2020-03-22 01:00:00,"01002","24.03.2020 00:00",0,0
"44",195111,1,"Schleswig-Holstein","SK Kiel","A60-A79","M",1,1,195111,2020-03-23 01:00:00,"01002","24.03.2020 00:00",1,1
"45",195112,1,"Schleswig-Holstein","SK Kiel","A60-A79","W",1,0,195112,2020-03-18 01:00:00,"01002","24.03.2020 00:00",0,0
"46",195113,1,"Schleswig-Holstein","SK Kiel","A60-A79","W",2,0,195113,2020-03-23 01:00:00,"01002","24.03.2020 00:00",1,0
"47",195114,1,"Schleswig-Holstein","SK Kiel","A80+","W",2,0,195114,2020-03-23 01:00:00,"01002","24.03.2020 00:00",1,0
"48",195115,1,"Schleswig-Holstein","SK Lübeck","A00-A04","M",1,0,195115,2020-03-23 01:00:00,"01003","24.03.2020 00:00",1,0
"49",195116,1,"Schleswig-Holstein","SK Lübeck","A15-A34","M",1,0,195116,2020-03-11 01:00:00,"01003","24.03.2020 00:00",0,0
"50",195117,1,"Schleswig-Holstein","SK Lübeck","A15-A34","M",1,0,195117,2020-03-18 01:00:00,"01003","24.03.2020 00:00",0,0
"51",195118,1,"Schleswig-Holstein","SK Lübeck","A15-A34","M",1,0,195118,2020-03-19 01:00:00,"01003","24.03.2020 00:00",0,0
"52",195119,1,"Schleswig-Holstein","SK Lübeck","A15-A34","M",1,0,195119,2020-03-20 01:00:00,"01003","24.03.2020 00:00",0,0
"53",195120,1,"Schleswig-Holstein","SK Lübeck","A15-A34","M",1,0,195120,2020-03-23 01:00:00,"01003","24.03.2020 00:00",1,0
"54",195121,1,"Schleswig-Holstein","SK Lübeck","A15-A34","W",1,0,195121,2020-03-08 01:00:00,"01003","24.03.2020 00:00",0,0
"55",195122,1,"Schleswig-Holstein","SK Lübeck","A15-A34","W",1,0,195122,2020-03-17 01:00:00,"01003","24.03.2020 00:00",0,0
"56",195123,1,"Schleswig-Holstein","SK Lübeck","A15-A34","W",1,0,195123,2020-03-18 01:00:00,"01003","24.03.2020 00:00",0,0
"57",195124,1,"Schleswig-Holstein","SK Lübeck","A15-A34","W",1,0,195124,2020-03-19 01:00:00,"01003","24.03.2020 00:00",0,0
"58",195125,1,"Schleswig-Holstein","SK Lübeck","A15-A34","W",1,0,195125,2020-03-23 01:00:00,"01003","24.03.2020 00:00",1,0
"59",195126,1,"Schleswig-Holstein","SK Lübeck","A35-A59","M",1,0,195126,2020-02-29 01:00:00,"01003","24.03.2020 00:00",0,0
"60",195127,1,"Schleswig-Holstein","SK Lübeck","A35-A59","M",1,0,195127,2020-03-11 01:00:00,"01003","24.03.2020 00:00",0,0
"61",195128,1,"Schleswig-Holstein","SK Lübeck","A35-A59","M",1,0,195128,2020-03-15 01:00:00,"01003","24.03.2020 00:00",0,0
"62",195129,1,"Schleswig-Holstein","SK Lübeck","A35-A59","M",1,0,195129,2020-03-17 01:00:00,"01003","24.03.2020 00:00",0,0
"63",195130,1,"Schleswig-Holstein","SK Lübeck","A35-A59","M",1,0,195130,2020-03-18 01:00:00,"01003","24.03.2020 00:00",0,0
"64",195131,1,"Schleswig-Holstein","SK Lübeck","A35-A59","M",1,0,195131,2020-03-19 01:00:00,"01003","24.03.2020 00:00",0,0
"65",195132,1,"Schleswig-Holstein","SK Lübeck","A35-A59","M",1,0,195132,2020-03-20 01:00:00,"01003","24.03.2020 00:00",1,0
"66",195133,1,"Schleswig-Holstein","SK Lübeck","A35-A59","M",3,0,195133,2020-03-23 01:00:00,"01003","24.03.2020 00:00",1,0
"67",195134,1,"Schleswig-Holstein","SK Lübeck","A35-A59","W",2,0,195134,2020-03-11 01:00:00,"01003","24.03.2020 00:00",0,0
"68",195135,1,"Schleswig-Holstein","SK Lübeck","A35-A59","W",1,0,195135,2020-03-12 01:00:00,"01003","24.03.2020 00:00",0,0
"69",195136,1,"Schleswig-Holstein","SK Lübeck","A35-A59","W",1,0,195136,2020-03-13 01:00:00,"01003","24.03.2020 00:00",0,0
"70",195137,1,"Schleswig-Holstein","SK Lübeck","A35-A59","W",1,0,195137,2020-03-18 01:00:00,"01003","24.03.2020 00:00",0,0
"71",195138,1,"Schleswig-Holstein","SK Lübeck","A35-A59","W",1,0,195138,2020-03-20 01:00:00,"01003","24.03.2020 00:00",1,0
"72",195139,1,"Schleswig-Holstein","SK Lübeck","A35-A59","W",2,0,195139,2020-03-23 01:00:00,"01003","24.03.2020 00:00",1,0
"73",195140,1,"Schleswig-Holstein","SK Lübeck","A60-A79","M",1,0,195140,2020-03-11 01:00:00,"01003","24.03.2020 00:00",0,0
"74",195141,1,"Schleswig-Holstein","SK Lübeck","A60-A79","M",1,1,195141,2020-03-18 01:00:00,"01003","24.03.2020 00:00",0,0
"75",195142,1,"Schleswig-Holstein","SK Lübeck","A60-A79","W",3,0,195142,2020-03-23 01:00:00,"01003","24.03.2020 00:00",1,0
"76",195143,1,"Schleswig-Holstein","SK Lübeck","A80+","M",1,0,195143,2020-03-23 01:00:00,"01003","24.03.2020 00:00",1,0
"77",195144,1,"Schleswig-Holstein","SK Lübeck","unbekannt","W",1,0,195144,2020-03-20 01:00:00,"01003","24.03.2020 00:00",1,0
"78",195145,1,"Schleswig-Holstein","SK Neumünster","A15-A34","M",1,0,195145,2020-03-18 01:00:00,"01004","24.03.2020 00:00",0,0
"79",195146,1,"Schleswig-Holstein","SK Neumünster","A15-A34","M",1,0,195146,2020-03-23 01:00:00,"01004","24.03.2020 00:00",1,0
"80",195147,1,"Schleswig-Holstein","SK Neumünster","A15-A34","W",1,0,195147,2020-03-20 01:00:00,"01004","24.03.2020 00:00",0,0
"81",195148,1,"Schleswig-Holstein","SK Neumünster","A35-A59","M",2,0,195148,2020-03-18 01:00:00,"01004","24.03.2020 00:00",0,0
"82",195149,1,"Schleswig-Holstein","SK Neumünster","A35-A59","W",1,0,195149,2020-03-16 01:00:00,"01004","24.03.2020 00:00",0,0
"83",195150,1,"Schleswig-Holstein","SK Neumünster","A35-A59","W",1,0,195150,2020-03-18 01:00:00,"01004","24.03.2020 00:00",0,0
"84",195151,1,"Schleswig-Holstein","SK Neumünster","A35-A59","W",1,0,195151,2020-03-23 01:00:00,"01004","24.03.2020 00:00",1,0
"85",195152,1,"Schleswig-Holstein","SK Neumünster","A60-A79","W",1,0,195152,2020-03-20 01:00:00,"01004","24.03.2020 00:00",0,0
"86",195153,1,"Schleswig-Holstein","SK Neumünster","A80+","W",1,0,195153,2020-03-23 01:00:00,"01004","24.03.2020 00:00",1,0
"87",195154,1,"Schleswig-Holstein","LK Dithmarschen","A15-A34","M",1,0,195154,2020-03-18 01:00:00,"01051","24.03.2020 00:00",0,0
"88",195155,1,"Schleswig-Holstein","LK Dithmarschen","A15-A34","W",1,0,195155,2020-03-05 01:00:00,"01051","24.03.2020 00:00",0,0
"89",195156,1,"Schleswig-Holstein","LK Dithmarschen","A35-A59","M",1,0,195156,2020-03-15 01:00:00,"01051","24.03.2020 00:00",0,0
"90",195157,1,"Schleswig-Holstein","LK Dithmarschen","A35-A59","W",2,0,195157,2020-03-15 01:00:00,"01051","24.03.2020 00:00",0,0
"91",195158,1,"Schleswig-Holstein","LK Dithmarschen","A35-A59","W",1,0,195158,2020-03-18 01:00:00,"01051","24.03.2020 00:00",0,0
"92",195159,1,"Schleswig-Holstein","LK Dithmarschen","A35-A59","W",1,0,195159,2020-03-20 01:00:00,"01051","24.03.2020 00:00",1,0
"93",195160,1,"Schleswig-Holstein","LK Dithmarschen","A60-A79","M",1,0,195160,2020-03-15 01:00:00,"01051","24.03.2020 00:00",0,0
"94",195161,1,"Schleswig-Holstein","LK Dithmarschen","A60-A79","M",1,0,195161,2020-03-18 01:00:00,"01051","24.03.2020 00:00",0,0
"95",195162,1,"Schleswig-Holstein","LK Dithmarschen","A60-A79","M",1,0,195162,2020-03-19 01:00:00,"01051","24.03.2020 00:00",0,0
"96",195163,1,"Schleswig-Holstein","LK Dithmarschen","A60-A79","M",1,0,195163,2020-03-20 01:00:00,"01051","24.03.2020 00:00",1,0
"97",195164,1,"Schleswig-Holstein","LK Dithmarschen","A60-A79","W",1,0,195164,2020-03-15 01:00:00,"01051","24.03.2020 00:00",0,0
"98",195165,1,"Schleswig-Holstein","LK Dithmarschen","A60-A79","W",1,0,195165,2020-03-18 01:00:00,"01051","24.03.2020 00:00",0,0
"99",195166,1,"Schleswig-Holstein","LK Dithmarschen","A60-A79","W",1,0,195166,2020-03-20 01:00:00,"01051","24.03.2020 00:00",0,0
"100",195167,1,"Schleswig-Holstein","LK Dithmarschen","A80+","M",1,0,195167,2020-03-23 01:00:00,"01051","24.03.2020 00:00",1,0
"101",195168,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A00-A04","M",2,0,195168,2020-03-21 01:00:00,"01053","24.03.2020 00:00",1,0
"102",195169,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A05-A14","M",1,0,195169,2020-03-23 01:00:00,"01053","24.03.2020 00:00",1,0
"103",195170,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A15-A34","M",1,0,195170,2020-03-11 01:00:00,"01053","24.03.2020 00:00",0,0
"104",195171,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A15-A34","M",1,0,195171,2020-03-18 01:00:00,"01053","24.03.2020 00:00",0,0
"105",195172,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A15-A34","M",1,0,195172,2020-03-21 01:00:00,"01053","24.03.2020 00:00",1,0
"106",195173,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A15-A34","M",1,0,195173,2020-03-23 01:00:00,"01053","24.03.2020 00:00",1,0
"107",195174,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A15-A34","W",1,0,195174,2020-03-02 01:00:00,"01053","24.03.2020 00:00",0,0
"108",195175,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A15-A34","W",1,0,195175,2020-03-10 01:00:00,"01053","24.03.2020 00:00",0,0
"109",195176,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A15-A34","W",1,0,195176,2020-03-11 01:00:00,"01053","24.03.2020 00:00",0,0
"110",195177,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A15-A34","W",1,0,195177,2020-03-16 01:00:00,"01053","24.03.2020 00:00",0,0
"111",195178,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A15-A34","W",1,0,195178,2020-03-19 01:00:00,"01053","24.03.2020 00:00",0,0
"112",195179,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A15-A34","W",1,0,195179,2020-03-21 01:00:00,"01053","24.03.2020 00:00",1,0
"113",195180,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A15-A34","W",2,0,195180,2020-03-22 01:00:00,"01053","24.03.2020 00:00",1,0
"114",195181,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A35-A59","M",1,0,195181,2020-03-10 01:00:00,"01053","24.03.2020 00:00",0,0
"115",195182,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A35-A59","M",2,0,195182,2020-03-18 01:00:00,"01053","24.03.2020 00:00",0,0
"116",195183,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A35-A59","M",2,0,195183,2020-03-19 01:00:00,"01053","24.03.2020 00:00",0,0
"117",195184,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A35-A59","M",2,0,195184,2020-03-21 01:00:00,"01053","24.03.2020 00:00",1,0
"118",195185,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A35-A59","M",1,0,195185,2020-03-22 01:00:00,"01053","24.03.2020 00:00",1,0
"119",195186,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A35-A59","M",2,0,195186,2020-03-23 01:00:00,"01053","24.03.2020 00:00",1,0
"120",195187,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A35-A59","W",3,0,195187,2020-03-13 01:00:00,"01053","24.03.2020 00:00",0,0
"121",195188,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A35-A59","W",1,0,195188,2020-03-17 01:00:00,"01053","24.03.2020 00:00",0,0
"122",195189,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A35-A59","W",2,0,195189,2020-03-21 01:00:00,"01053","24.03.2020 00:00",1,0
"123",195190,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A35-A59","W",1,0,195190,2020-03-22 01:00:00,"01053","24.03.2020 00:00",1,0
"124",195191,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A35-A59","W",1,0,195191,2020-03-23 01:00:00,"01053","24.03.2020 00:00",1,0
"125",195192,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A60-A79","M",1,0,195192,2020-03-13 01:00:00,"01053","24.03.2020 00:00",0,0
"126",195193,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A60-A79","M",1,0,195193,2020-03-16 01:00:00,"01053","24.03.2020 00:00",0,0
"127",195194,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A60-A79","M",1,0,195194,2020-03-17 01:00:00,"01053","24.03.2020 00:00",0,0
"128",195195,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A60-A79","W",1,0,195195,2020-03-21 01:00:00,"01053","24.03.2020 00:00",1,0
"129",195196,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A80+","W",1,0,195196,2020-03-23 01:00:00,"01053","24.03.2020 00:00",1,0
"130",195197,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","unbekannt","M",1,0,195197,2020-03-17 01:00:00,"01053","24.03.2020 00:00",0,0
"131",195198,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","unbekannt","M",1,0,195198,2020-03-21 01:00:00,"01053","24.03.2020 00:00",1,0
"132",195199,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","unbekannt","W",1,0,195199,2020-03-17 01:00:00,"01053","24.03.2020 00:00",0,0
"133",195200,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","unbekannt","W",1,0,195200,2020-03-21 01:00:00,"01053","24.03.2020 00:00",1,0
"134",195201,1,"Schleswig-Holstein","LK Nordfriesland","A00-A04","M",1,0,195201,2020-03-20 01:00:00,"01054","24.03.2020 00:00",0,0
"135",195202,1,"Schleswig-Holstein","LK Nordfriesland","A15-A34","M",2,0,195202,2020-03-17 01:00:00,"01054","24.03.2020 00:00",0,0
"136",195203,1,"Schleswig-Holstein","LK Nordfriesland","A15-A34","M",1,0,195203,2020-03-18 01:00:00,"01054","24.03.2020 00:00",0,0
"137",195204,1,"Schleswig-Holstein","LK Nordfriesland","A15-A34","W",1,0,195204,2020-03-17 01:00:00,"01054","24.03.2020 00:00",0,0
"138",195205,1,"Schleswig-Holstein","LK Nordfriesland","A15-A34","W",1,0,195205,2020-03-23 01:00:00,"01054","24.03.2020 00:00",1,0
"139",195206,1,"Schleswig-Holstein","LK Nordfriesland","A35-A59","M",1,0,195206,2020-03-12 01:00:00,"01054","24.03.2020 00:00",0,0
"140",195207,1,"Schleswig-Holstein","LK Nordfriesland","A35-A59","M",3,0,195207,2020-03-17 01:00:00,"01054","24.03.2020 00:00",0,0
"141",195208,1,"Schleswig-Holstein","LK Nordfriesland","A35-A59","M",1,0,195208,2020-03-19 01:00:00,"01054","24.03.2020 00:00",0,0
"142",195209,1,"Schleswig-Holstein","LK Nordfriesland","A35-A59","M",1,0,195209,2020-03-21 01:00:00,"01054","24.03.2020 00:00",0,0
"143",195210,1,"Schleswig-Holstein","LK Nordfriesland","A35-A59","W",2,0,195210,2020-03-17 01:00:00,"01054","24.03.2020 00:00",0,0
"144",195211,1,"Schleswig-Holstein","LK Nordfriesland","A35-A59","W",1,0,195211,2020-03-19 01:00:00,"01054","24.03.2020 00:00",0,0
"145",195212,1,"Schleswig-Holstein","LK Nordfriesland","A35-A59","W",1,0,195212,2020-03-20 01:00:00,"01054","24.03.2020 00:00",0,0
"146",195213,1,"Schleswig-Holstein","LK Nordfriesland","A35-A59","W",1,0,195213,2020-03-21 01:00:00,"01054","24.03.2020 00:00",0,0
"147",195214,1,"Schleswig-Holstein","LK Nordfriesland","A35-A59","W",1,0,195214,2020-03-22 01:00:00,"01054","24.03.2020 00:00",0,0
"148",195215,1,"Schleswig-Holstein","LK Nordfriesland","A60-A79","W",1,0,195215,2020-03-20 01:00:00,"01054","24.03.2020 00:00",0,0
"149",195216,1,"Schleswig-Holstein","LK Nordfriesland","A60-A79","W",1,0,195216,2020-03-23 01:00:00,"01054","24.03.2020 00:00",1,0
"150",195217,1,"Schleswig-Holstein","LK Ostholstein","A00-A04","M",1,0,195217,2020-03-19 01:00:00,"01055","24.03.2020 00:00",0,0
"151",195218,1,"Schleswig-Holstein","LK Ostholstein","A15-A34","M",1,0,195218,2020-03-23 01:00:00,"01055","24.03.2020 00:00",1,0
"152",195219,1,"Schleswig-Holstein","LK Ostholstein","A15-A34","W",2,0,195219,2020-03-23 01:00:00,"01055","24.03.2020 00:00",1,0
"153",195220,1,"Schleswig-Holstein","LK Ostholstein","A35-A59","M",1,0,195220,2020-03-10 01:00:00,"01055","24.03.2020 00:00",0,0
"154",195221,1,"Schleswig-Holstein","LK Ostholstein","A35-A59","M",2,0,195221,2020-03-15 01:00:00,"01055","24.03.2020 00:00",0,0
"155",195222,1,"Schleswig-Holstein","LK Ostholstein","A35-A59","M",1,0,195222,2020-03-16 01:00:00,"01055","24.03.2020 00:00",0,0
"156",195223,1,"Schleswig-Holstein","LK Ostholstein","A35-A59","M",1,0,195223,2020-03-18 01:00:00,"01055","24.03.2020 00:00",0,0
"157",195224,1,"Schleswig-Holstein","LK Ostholstein","A35-A59","M",2,0,195224,2020-03-19 01:00:00,"01055","24.03.2020 00:00",0,0
"158",195225,1,"Schleswig-Holstein","LK Ostholstein","A35-A59","W",1,0,195225,2020-03-18 01:00:00,"01055","24.03.2020 00:00",0,0
"159",195226,1,"Schleswig-Holstein","LK Ostholstein","A35-A59","W",1,0,195226,2020-03-19 01:00:00,"01055","24.03.2020 00:00",0,0
"160",195227,1,"Schleswig-Holstein","LK Ostholstein","A60-A79","M",1,0,195227,2020-03-21 01:00:00,"01055","24.03.2020 00:00",0,0
"161",195228,1,"Schleswig-Holstein","LK Ostholstein","A60-A79","W",1,0,195228,2020-03-19 01:00:00,"01055","24.03.2020 00:00",0,0
"162",195229,1,"Schleswig-Holstein","LK Pinneberg","A05-A14","W",1,0,195229,2020-03-13 01:00:00,"01056","24.03.2020 00:00",0,0
"163",195230,1,"Schleswig-Holstein","LK Pinneberg","A15-A34","M",1,0,195230,2020-03-14 01:00:00,"01056","24.03.2020 00:00",0,0
"164",195231,1,"Schleswig-Holstein","LK Pinneberg","A15-A34","M",1,0,195231,2020-03-17 01:00:00,"01056","24.03.2020 00:00",0,0
"165",195232,1,"Schleswig-Holstein","LK Pinneberg","A15-A34","M",1,0,195232,2020-03-18 01:00:00,"01056","24.03.2020 00:00",0,0
"166",195233,1,"Schleswig-Holstein","LK Pinneberg","A15-A34","M",2,0,195233,2020-03-19 01:00:00,"01056","24.03.2020 00:00",0,0
"167",195234,1,"Schleswig-Holstein","LK Pinneberg","A15-A34","M",2,0,195234,2020-03-20 01:00:00,"01056","24.03.2020 00:00",0,0
"168",195235,1,"Schleswig-Holstein","LK Pinneberg","A15-A34","M",1,0,195235,2020-03-21 01:00:00,"01056","24.03.2020 00:00",0,0
"169",195236,1,"Schleswig-Holstein","LK Pinneberg","A15-A34","W",1,0,195236,2020-03-09 01:00:00,"01056","24.03.2020 00:00",0,0
"170",195237,1,"Schleswig-Holstein","LK Pinneberg","A15-A34","W",1,0,195237,2020-03-12 01:00:00,"01056","24.03.2020 00:00",0,0
"171",195238,1,"Schleswig-Holstein","LK Pinneberg","A15-A34","W",1,0,195238,2020-03-14 01:00:00,"01056","24.03.2020 00:00",0,0
"172",195239,1,"Schleswig-Holstein","LK Pinneberg","A15-A34","W",1,0,195239,2020-03-17 01:00:00,"01056","24.03.2020 00:00",0,0
"173",195240,1,"Schleswig-Holstein","LK Pinneberg","A15-A34","W",2,0,195240,2020-03-19 01:00:00,"01056","24.03.2020 00:00",0,0
"174",195241,1,"Schleswig-Holstein","LK Pinneberg","A15-A34","W",1,0,195241,2020-03-20 01:00:00,"01056","24.03.2020 00:00",0,0
"175",195242,1,"Schleswig-Holstein","LK Pinneberg","A15-A34","W",1,0,195242,2020-03-21 01:00:00,"01056","24.03.2020 00:00",0,0
"176",195243,1,"Schleswig-Holstein","LK Pinneberg","A15-A34","W",1,0,195243,2020-03-22 01:00:00,"01056","24.03.2020 00:00",1,0
"177",195244,1,"Schleswig-Holstein","LK Pinneberg","A35-A59","M",1,0,195244,2020-03-03 01:00:00,"01056","24.03.2020 00:00",0,0
"178",195245,1,"Schleswig-Holstein","LK Pinneberg","A35-A59","M",1,0,195245,2020-03-11 01:00:00,"01056","24.03.2020 00:00",0,0
"179",195246,1,"Schleswig-Holstein","LK Pinneberg","A35-A59","M",1,0,195246,2020-03-12 01:00:00,"01056","24.03.2020 00:00",0,0
"180",195247,1,"Schleswig-Holstein","LK Pinneberg","A35-A59","M",3,0,195247,2020-03-13 01:00:00,"01056","24.03.2020 00:00",0,0
"181",195248,1,"Schleswig-Holstein","LK Pinneberg","A35-A59","M",3,0,195248,2020-03-14 01:00:00,"01056","24.03.2020 00:00",0,0
