"","id","IdBundesland","Bundesland","Landkreis","Altersgruppe","Geschlecht","AnzahlFall","AnzahlTodesfall","ObjectId","Meldedatum","IdLandkreis","Datenstand"
"1",163400,1,"Schleswig-Holstein","SK Flensburg","A15-A34","M",1,0,163400,2020-03-14 01:00:00,"01001","22.03.2020 00:00"
"2",163401,1,"Schleswig-Holstein","SK Flensburg","A15-A34","M",2,0,163401,2020-03-19 01:00:00,"01001","22.03.2020 00:00"
"3",163402,1,"Schleswig-Holstein","SK Flensburg","A15-A34","M",1,0,163402,2020-03-21 01:00:00,"01001","22.03.2020 00:00"
"4",163403,1,"Schleswig-Holstein","SK Flensburg","A15-A34","W",1,0,163403,2020-03-14 01:00:00,"01001","22.03.2020 00:00"
"5",163404,1,"Schleswig-Holstein","SK Flensburg","A15-A34","W",2,0,163404,2020-03-18 01:00:00,"01001","22.03.2020 00:00"
"6",163405,1,"Schleswig-Holstein","SK Flensburg","A35-A59","M",1,0,163405,2020-03-14 01:00:00,"01001","22.03.2020 00:00"
"7",163406,1,"Schleswig-Holstein","SK Flensburg","A35-A59","M",1,0,163406,2020-03-20 01:00:00,"01001","22.03.2020 00:00"
"8",163407,1,"Schleswig-Holstein","SK Flensburg","A35-A59","W",1,0,163407,2020-03-14 01:00:00,"01001","22.03.2020 00:00"
"9",163408,1,"Schleswig-Holstein","SK Flensburg","A35-A59","W",2,0,163408,2020-03-19 01:00:00,"01001","22.03.2020 00:00"
"10",163409,1,"Schleswig-Holstein","SK Flensburg","A35-A59","W",1,0,163409,2020-03-20 01:00:00,"01001","22.03.2020 00:00"
"11",163410,1,"Schleswig-Holstein","SK Kiel","A15-A34","M",1,0,163410,2020-03-10 01:00:00,"01002","22.03.2020 00:00"
"12",163411,1,"Schleswig-Holstein","SK Kiel","A15-A34","M",2,0,163411,2020-03-11 01:00:00,"01002","22.03.2020 00:00"
"13",163412,1,"Schleswig-Holstein","SK Kiel","A15-A34","M",1,0,163412,2020-03-13 01:00:00,"01002","22.03.2020 00:00"
"14",163413,1,"Schleswig-Holstein","SK Kiel","A15-A34","M",1,0,163413,2020-03-14 01:00:00,"01002","22.03.2020 00:00"
"15",163414,1,"Schleswig-Holstein","SK Kiel","A15-A34","M",1,0,163414,2020-03-16 01:00:00,"01002","22.03.2020 00:00"
"16",163415,1,"Schleswig-Holstein","SK Kiel","A15-A34","M",1,0,163415,2020-03-18 01:00:00,"01002","22.03.2020 00:00"
"17",163416,1,"Schleswig-Holstein","SK Kiel","A15-A34","M",1,0,163416,2020-03-20 01:00:00,"01002","22.03.2020 00:00"
"18",163417,1,"Schleswig-Holstein","SK Kiel","A15-A34","M",1,0,163417,2020-03-21 01:00:00,"01002","22.03.2020 00:00"
"19",163418,1,"Schleswig-Holstein","SK Kiel","A15-A34","W",1,0,163418,2020-03-10 01:00:00,"01002","22.03.2020 00:00"
"20",163419,1,"Schleswig-Holstein","SK Kiel","A15-A34","W",1,0,163419,2020-03-12 01:00:00,"01002","22.03.2020 00:00"
"21",163420,1,"Schleswig-Holstein","SK Kiel","A15-A34","W",3,0,163420,2020-03-16 01:00:00,"01002","22.03.2020 00:00"
"22",163421,1,"Schleswig-Holstein","SK Kiel","A15-A34","W",1,0,163421,2020-03-17 01:00:00,"01002","22.03.2020 00:00"
"23",163422,1,"Schleswig-Holstein","SK Kiel","A15-A34","W",2,0,163422,2020-03-18 01:00:00,"01002","22.03.2020 00:00"
"24",163423,1,"Schleswig-Holstein","SK Kiel","A15-A34","W",3,0,163423,2020-03-19 01:00:00,"01002","22.03.2020 00:00"
"25",163424,1,"Schleswig-Holstein","SK Kiel","A15-A34","W",1,0,163424,2020-03-20 01:00:00,"01002","22.03.2020 00:00"
"26",163425,1,"Schleswig-Holstein","SK Kiel","A35-A59","M",1,0,163425,2020-03-11 01:00:00,"01002","22.03.2020 00:00"
"27",163426,1,"Schleswig-Holstein","SK Kiel","A35-A59","M",1,0,163426,2020-03-12 01:00:00,"01002","22.03.2020 00:00"
"28",163427,1,"Schleswig-Holstein","SK Kiel","A35-A59","M",3,0,163427,2020-03-19 01:00:00,"01002","22.03.2020 00:00"
"29",163428,1,"Schleswig-Holstein","SK Kiel","A35-A59","M",1,0,163428,2020-03-21 01:00:00,"01002","22.03.2020 00:00"
"30",163429,1,"Schleswig-Holstein","SK Kiel","A35-A59","W",1,0,163429,2020-03-10 01:00:00,"01002","22.03.2020 00:00"
"31",163430,1,"Schleswig-Holstein","SK Kiel","A35-A59","W",1,0,163430,2020-03-11 01:00:00,"01002","22.03.2020 00:00"
"32",163431,1,"Schleswig-Holstein","SK Kiel","A35-A59","W",2,0,163431,2020-03-12 01:00:00,"01002","22.03.2020 00:00"
"33",163432,1,"Schleswig-Holstein","SK Kiel","A35-A59","W",1,0,163432,2020-03-16 01:00:00,"01002","22.03.2020 00:00"
"34",163433,1,"Schleswig-Holstein","SK Kiel","A35-A59","W",1,0,163433,2020-03-17 01:00:00,"01002","22.03.2020 00:00"
"35",163434,1,"Schleswig-Holstein","SK Kiel","A35-A59","W",1,0,163434,2020-03-18 01:00:00,"01002","22.03.2020 00:00"
"36",163435,1,"Schleswig-Holstein","SK Kiel","A35-A59","W",2,0,163435,2020-03-19 01:00:00,"01002","22.03.2020 00:00"
"37",163436,1,"Schleswig-Holstein","SK Kiel","A60-A79","M",1,0,163436,2020-03-19 01:00:00,"01002","22.03.2020 00:00"
"38",163437,1,"Schleswig-Holstein","SK Kiel","A60-A79","M",1,0,163437,2020-03-20 01:00:00,"01002","22.03.2020 00:00"
"39",163438,1,"Schleswig-Holstein","SK Kiel","A60-A79","W",1,0,163438,2020-03-18 01:00:00,"01002","22.03.2020 00:00"
"40",163439,1,"Schleswig-Holstein","SK Lübeck","A15-A34","M",1,0,163439,2020-03-11 01:00:00,"01003","22.03.2020 00:00"
"41",163440,1,"Schleswig-Holstein","SK Lübeck","A15-A34","M",1,0,163440,2020-03-18 01:00:00,"01003","22.03.2020 00:00"
"42",163441,1,"Schleswig-Holstein","SK Lübeck","A15-A34","M",1,0,163441,2020-03-19 01:00:00,"01003","22.03.2020 00:00"
"43",163442,1,"Schleswig-Holstein","SK Lübeck","A15-A34","M",1,0,163442,2020-03-20 01:00:00,"01003","22.03.2020 00:00"
"44",163443,1,"Schleswig-Holstein","SK Lübeck","A15-A34","W",1,0,163443,2020-03-08 01:00:00,"01003","22.03.2020 00:00"
"45",163444,1,"Schleswig-Holstein","SK Lübeck","A15-A34","W",1,0,163444,2020-03-17 01:00:00,"01003","22.03.2020 00:00"
"46",163445,1,"Schleswig-Holstein","SK Lübeck","A15-A34","W",1,0,163445,2020-03-18 01:00:00,"01003","22.03.2020 00:00"
"47",163446,1,"Schleswig-Holstein","SK Lübeck","A15-A34","W",1,0,163446,2020-03-19 01:00:00,"01003","22.03.2020 00:00"
"48",163447,1,"Schleswig-Holstein","SK Lübeck","A35-A59","M",1,0,163447,2020-02-29 01:00:00,"01003","22.03.2020 00:00"
"49",163448,1,"Schleswig-Holstein","SK Lübeck","A35-A59","M",1,0,163448,2020-03-11 01:00:00,"01003","22.03.2020 00:00"
"50",163449,1,"Schleswig-Holstein","SK Lübeck","A35-A59","M",1,0,163449,2020-03-15 01:00:00,"01003","22.03.2020 00:00"
"51",163450,1,"Schleswig-Holstein","SK Lübeck","A35-A59","M",1,0,163450,2020-03-17 01:00:00,"01003","22.03.2020 00:00"
"52",163451,1,"Schleswig-Holstein","SK Lübeck","A35-A59","M",1,0,163451,2020-03-18 01:00:00,"01003","22.03.2020 00:00"
"53",163452,1,"Schleswig-Holstein","SK Lübeck","A35-A59","M",1,0,163452,2020-03-19 01:00:00,"01003","22.03.2020 00:00"
"54",163453,1,"Schleswig-Holstein","SK Lübeck","A35-A59","W",2,0,163453,2020-03-11 01:00:00,"01003","22.03.2020 00:00"
"55",163454,1,"Schleswig-Holstein","SK Lübeck","A35-A59","W",1,0,163454,2020-03-12 01:00:00,"01003","22.03.2020 00:00"
"56",163455,1,"Schleswig-Holstein","SK Lübeck","A35-A59","W",1,0,163455,2020-03-13 01:00:00,"01003","22.03.2020 00:00"
"57",163456,1,"Schleswig-Holstein","SK Lübeck","A35-A59","W",1,0,163456,2020-03-18 01:00:00,"01003","22.03.2020 00:00"
"58",163457,1,"Schleswig-Holstein","SK Lübeck","A60-A79","M",1,0,163457,2020-03-11 01:00:00,"01003","22.03.2020 00:00"
"59",163458,1,"Schleswig-Holstein","SK Lübeck","A60-A79","M",1,1,163458,2020-03-18 01:00:00,"01003","22.03.2020 00:00"
"60",163459,1,"Schleswig-Holstein","SK Neumünster","A15-A34","M",1,0,163459,2020-03-18 01:00:00,"01004","22.03.2020 00:00"
"61",163460,1,"Schleswig-Holstein","SK Neumünster","A15-A34","W",1,0,163460,2020-03-20 01:00:00,"01004","22.03.2020 00:00"
"62",163461,1,"Schleswig-Holstein","SK Neumünster","A35-A59","M",2,0,163461,2020-03-18 01:00:00,"01004","22.03.2020 00:00"
"63",163462,1,"Schleswig-Holstein","SK Neumünster","A35-A59","W",1,0,163462,2020-03-16 01:00:00,"01004","22.03.2020 00:00"
"64",163463,1,"Schleswig-Holstein","SK Neumünster","A35-A59","W",1,0,163463,2020-03-18 01:00:00,"01004","22.03.2020 00:00"
"65",163464,1,"Schleswig-Holstein","SK Neumünster","A60-A79","W",1,0,163464,2020-03-20 01:00:00,"01004","22.03.2020 00:00"
"66",163465,1,"Schleswig-Holstein","LK Dithmarschen","A15-A34","M",1,0,163465,2020-03-18 01:00:00,"01051","22.03.2020 00:00"
"67",163466,1,"Schleswig-Holstein","LK Dithmarschen","A15-A34","W",1,0,163466,2020-03-05 01:00:00,"01051","22.03.2020 00:00"
"68",163467,1,"Schleswig-Holstein","LK Dithmarschen","A35-A59","M",1,0,163467,2020-03-15 01:00:00,"01051","22.03.2020 00:00"
"69",163468,1,"Schleswig-Holstein","LK Dithmarschen","A35-A59","W",2,0,163468,2020-03-15 01:00:00,"01051","22.03.2020 00:00"
"70",163469,1,"Schleswig-Holstein","LK Dithmarschen","A35-A59","W",1,0,163469,2020-03-18 01:00:00,"01051","22.03.2020 00:00"
"71",163470,1,"Schleswig-Holstein","LK Dithmarschen","A60-A79","M",1,0,163470,2020-03-15 01:00:00,"01051","22.03.2020 00:00"
"72",163471,1,"Schleswig-Holstein","LK Dithmarschen","A60-A79","M",1,0,163471,2020-03-18 01:00:00,"01051","22.03.2020 00:00"
"73",163472,1,"Schleswig-Holstein","LK Dithmarschen","A60-A79","M",1,0,163472,2020-03-19 01:00:00,"01051","22.03.2020 00:00"
"74",163473,1,"Schleswig-Holstein","LK Dithmarschen","A60-A79","W",1,0,163473,2020-03-15 01:00:00,"01051","22.03.2020 00:00"
"75",163474,1,"Schleswig-Holstein","LK Dithmarschen","A60-A79","W",1,0,163474,2020-03-18 01:00:00,"01051","22.03.2020 00:00"
"76",163475,1,"Schleswig-Holstein","LK Dithmarschen","A60-A79","W",1,0,163475,2020-03-20 01:00:00,"01051","22.03.2020 00:00"
"77",163476,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A15-A34","M",1,0,163476,2020-03-11 01:00:00,"01053","22.03.2020 00:00"
"78",163477,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A15-A34","M",1,0,163477,2020-03-18 01:00:00,"01053","22.03.2020 00:00"
"79",163478,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A15-A34","W",1,0,163478,2020-03-02 01:00:00,"01053","22.03.2020 00:00"
"80",163479,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A15-A34","W",1,0,163479,2020-03-10 01:00:00,"01053","22.03.2020 00:00"
"81",163480,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A15-A34","W",1,0,163480,2020-03-11 01:00:00,"01053","22.03.2020 00:00"
"82",163481,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A15-A34","W",1,0,163481,2020-03-16 01:00:00,"01053","22.03.2020 00:00"
"83",163482,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A15-A34","W",1,0,163482,2020-03-19 01:00:00,"01053","22.03.2020 00:00"
"84",163483,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A35-A59","M",1,0,163483,2020-03-10 01:00:00,"01053","22.03.2020 00:00"
"85",163484,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A35-A59","M",2,0,163484,2020-03-18 01:00:00,"01053","22.03.2020 00:00"
"86",163485,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A35-A59","M",2,0,163485,2020-03-19 01:00:00,"01053","22.03.2020 00:00"
"87",163486,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A35-A59","W",3,0,163486,2020-03-13 01:00:00,"01053","22.03.2020 00:00"
"88",163487,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A35-A59","W",1,0,163487,2020-03-17 01:00:00,"01053","22.03.2020 00:00"
"89",163488,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A60-A79","M",1,0,163488,2020-03-13 01:00:00,"01053","22.03.2020 00:00"
"90",163489,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A60-A79","M",1,0,163489,2020-03-16 01:00:00,"01053","22.03.2020 00:00"
"91",163490,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","A60-A79","M",1,0,163490,2020-03-17 01:00:00,"01053","22.03.2020 00:00"
"92",163491,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","unbekannt","M",1,0,163491,2020-03-17 01:00:00,"01053","22.03.2020 00:00"
"93",163492,1,"Schleswig-Holstein","LK Herzogtum Lauenburg","unbekannt","W",1,0,163492,2020-03-17 01:00:00,"01053","22.03.2020 00:00"
"94",163493,1,"Schleswig-Holstein","LK Nordfriesland","A00-A04","M",1,0,163493,2020-03-20 01:00:00,"01054","22.03.2020 00:00"
"95",163494,1,"Schleswig-Holstein","LK Nordfriesland","A15-A34","M",2,0,163494,2020-03-17 01:00:00,"01054","22.03.2020 00:00"
"96",163495,1,"Schleswig-Holstein","LK Nordfriesland","A15-A34","M",1,0,163495,2020-03-18 01:00:00,"01054","22.03.2020 00:00"
"97",163496,1,"Schleswig-Holstein","LK Nordfriesland","A15-A34","W",1,0,163496,2020-03-17 01:00:00,"01054","22.03.2020 00:00"
"98",163497,1,"Schleswig-Holstein","LK Nordfriesland","A35-A59","M",1,0,163497,2020-03-12 01:00:00,"01054","22.03.2020 00:00"
"99",163498,1,"Schleswig-Holstein","LK Nordfriesland","A35-A59","M",3,0,163498,2020-03-17 01:00:00,"01054","22.03.2020 00:00"
"100",163499,1,"Schleswig-Holstein","LK Nordfriesland","A35-A59","M",1,0,163499,2020-03-19 01:00:00,"01054","22.03.2020 00:00"
"101",163500,1,"Schleswig-Holstein","LK Nordfriesland","A35-A59","M",1,0,163500,2020-03-21 01:00:00,"01054","22.03.2020 00:00"
"102",163501,1,"Schleswig-Holstein","LK Nordfriesland","A35-A59","W",2,0,163501,2020-03-17 01:00:00,"01054","22.03.2020 00:00"
"103",163502,1,"Schleswig-Holstein","LK Nordfriesland","A35-A59","W",1,0,163502,2020-03-20 01:00:00,"01054","22.03.2020 00:00"
"104",163503,1,"Schleswig-Holstein","LK Nordfriesland","A35-A59","W",1,0,163503,2020-03-21 01:00:00,"01054","22.03.2020 00:00"
"105",163504,1,"Schleswig-Holstein","LK Nordfriesland","A60-A79","W",1,0,163504,2020-03-20 01:00:00,"01054","22.03.2020 00:00"
"106",163505,1,"Schleswig-Holstein","LK Nordfriesland","unbekannt","W",1,0,163505,2020-03-19 01:00:00,"01054","22.03.2020 00:00"
"107",163506,1,"Schleswig-Holstein","LK Ostholstein","A00-A04","M",1,0,163506,2020-03-19 01:00:00,"01055","22.03.2020 00:00"
"108",163507,1,"Schleswig-Holstein","LK Ostholstein","A35-A59","M",1,0,163507,2020-03-10 01:00:00,"01055","22.03.2020 00:00"
"109",163508,1,"Schleswig-Holstein","LK Ostholstein","A35-A59","M",2,0,163508,2020-03-15 01:00:00,"01055","22.03.2020 00:00"
"110",163509,1,"Schleswig-Holstein","LK Ostholstein","A35-A59","M",1,0,163509,2020-03-16 01:00:00,"01055","22.03.2020 00:00"
"111",163510,1,"Schleswig-Holstein","LK Ostholstein","A35-A59","M",1,0,163510,2020-03-18 01:00:00,"01055","22.03.2020 00:00"
"112",163511,1,"Schleswig-Holstein","LK Ostholstein","A35-A59","M",2,0,163511,2020-03-19 01:00:00,"01055","22.03.2020 00:00"
"113",163512,1,"Schleswig-Holstein","LK Ostholstein","A35-A59","W",1,0,163512,2020-03-18 01:00:00,"01055","22.03.2020 00:00"
"114",163513,1,"Schleswig-Holstein","LK Ostholstein","A35-A59","W",1,0,163513,2020-03-19 01:00:00,"01055","22.03.2020 00:00"
"115",163514,1,"Schleswig-Holstein","LK Ostholstein","A60-A79","M",1,0,163514,2020-03-21 01:00:00,"01055","22.03.2020 00:00"
"116",163515,1,"Schleswig-Holstein","LK Ostholstein","A60-A79","W",1,0,163515,2020-03-19 01:00:00,"01055","22.03.2020 00:00"
"117",163516,1,"Schleswig-Holstein","LK Pinneberg","A05-A14","W",1,0,163516,2020-03-13 01:00:00,"01056","22.03.2020 00:00"
"118",163517,1,"Schleswig-Holstein","LK Pinneberg","A15-A34","M",1,0,163517,2020-03-14 01:00:00,"01056","22.03.2020 00:00"
"119",163518,1,"Schleswig-Holstein","LK Pinneberg","A15-A34","M",1,0,163518,2020-03-17 01:00:00,"01056","22.03.2020 00:00"
"120",163519,1,"Schleswig-Holstein","LK Pinneberg","A15-A34","M",1,0,163519,2020-03-18 01:00:00,"01056","22.03.2020 00:00"
"121",163520,1,"Schleswig-Holstein","LK Pinneberg","A15-A34","M",2,0,163520,2020-03-19 01:00:00,"01056","22.03.2020 00:00"
"122",163521,1,"Schleswig-Holstein","LK Pinneberg","A15-A34","M",2,0,163521,2020-03-20 01:00:00,"01056","22.03.2020 00:00"
"123",163522,1,"Schleswig-Holstein","LK Pinneberg","A15-A34","M",1,0,163522,2020-03-21 01:00:00,"01056","22.03.2020 00:00"
"124",163523,1,"Schleswig-Holstein","LK Pinneberg","A15-A34","W",1,0,163523,2020-03-09 01:00:00,"01056","22.03.2020 00:00"
"125",163524,1,"Schleswig-Holstein","LK Pinneberg","A15-A34","W",1,0,163524,2020-03-12 01:00:00,"01056","22.03.2020 00:00"
"126",163525,1,"Schleswig-Holstein","LK Pinneberg","A15-A34","W",1,0,163525,2020-03-14 01:00:00,"01056","22.03.2020 00:00"
"127",163526,1,"Schleswig-Holstein","LK Pinneberg","A15-A34","W",1,0,163526,2020-03-17 01:00:00,"01056","22.03.2020 00:00"
"128",163527,1,"Schleswig-Holstein","LK Pinneberg","A15-A34","W",2,0,163527,2020-03-19 01:00:00,"01056","22.03.2020 00:00"
"129",163528,1,"Schleswig-Holstein","LK Pinneberg","A15-A34","W",1,0,163528,2020-03-20 01:00:00,"01056","22.03.2020 00:00"
"130",163529,1,"Schleswig-Holstein","LK Pinneberg","A15-A34","W",1,0,163529,2020-03-21 01:00:00,"01056","22.03.2020 00:00"
"131",163530,1,"Schleswig-Holstein","LK Pinneberg","A35-A59","M",1,0,163530,2020-03-03 01:00:00,"01056","22.03.2020 00:00"
"132",163531,1,"Schleswig-Holstein","LK Pinneberg","A35-A59","M",1,0,163531,2020-03-11 01:00:00,"01056","22.03.2020 00:00"
"133",163532,1,"Schleswig-Holstein","LK Pinneberg","A35-A59","M",1,0,163532,2020-03-12 01:00:00,"01056","22.03.2020 00:00"
"134",163533,1,"Schleswig-Holstein","LK Pinneberg","A35-A59","M",3,0,163533,2020-03-13 01:00:00,"01056","22.03.2020 00:00"
"135",163534,1,"Schleswig-Holstein","LK Pinneberg","A35-A59","M",3,0,163534,2020-03-14 01:00:00,"01056","22.03.2020 00:00"
"136",163535,1,"Schleswig-Holstein","LK Pinneberg","A35-A59","M",1,0,163535,2020-03-15 01:00:00,"01056","22.03.2020 00:00"
"137",163536,1,"Schleswig-Holstein","LK Pinneberg","A35-A59","M",1,0,163536,2020-03-16 01:00:00,"01056","22.03.2020 00:00"
"138",163537,1,"Schleswig-Holstein","LK Pinneberg","A35-A59","M",4,0,163537,2020-03-17 01:00:00,"01056","22.03.2020 00:00"
"139",163538,1,"Schleswig-Holstein","LK Pinneberg","A35-A59","M",2,0,163538,2020-03-18 01:00:00,"01056","22.03.2020 00:00"
"140",163539,1,"Schleswig-Holstein","LK Pinneberg","A35-A59","M",4,0,163539,2020-03-19 01:00:00,"01056","22.03.2020 00:00"
"141",163540,1,"Schleswig-Holstein","LK Pinneberg","A35-A59","M",5,0,163540,2020-03-20 01:00:00,"01056","22.03.2020 00:00"
"142",163541,1,"Schleswig-Holstein","LK Pinneberg","A35-A59","M",1,0,163541,2020-03-21 01:00:00,"01056","22.03.2020 00:00"
"143",163542,1,"Schleswig-Holstein","LK Pinneberg","A35-A59","W",4,0,163542,2020-03-13 01:00:00,"01056","22.03.2020 00:00"
"144",163543,1,"Schleswig-Holstein","LK Pinneberg","A35-A59","W",2,0,163543,2020-03-14 01:00:00,"01056","22.03.2020 00:00"
"145",163544,1,"Schleswig-Holstein","LK Pinneberg","A35-A59","W",2,0,163544,2020-03-15 01:00:00,"01056","22.03.2020 00:00"
"146",163545,1,"Schleswig-Holstein","LK Pinneberg","A35-A59","W",2,0,163545,2020-03-16 01:00:00,"01056","22.03.2020 00:00"
"147",163546,1,"Schleswig-Holstein","LK Pinneberg","A35-A59","W",4,0,163546,2020-03-17 01:00:00,"01056","22.03.2020 00:00"
"148",163547,1,"Schleswig-Holstein","LK Pinneberg","A35-A59","W",2,0,163547,2020-03-18 01:00:00,"01056","22.03.2020 00:00"
"149",163548,1,"Schleswig-Holstein","LK Pinneberg","A35-A59","W",4,0,163548,2020-03-20 01:00:00,"01056","22.03.2020 00:00"
"150",163549,1,"Schleswig-Holstein","LK Pinneberg","A35-A59","W",3,0,163549,2020-03-21 01:00:00,"01056","22.03.2020 00:00"
"151",163550,1,"Schleswig-Holstein","LK Pinneberg","A60-A79","M",2,0,163550,2020-03-11 01:00:00,"01056","22.03.2020 00:00"
"152",163551,1,"Schleswig-Holstein","LK Pinneberg","A60-A79","M",2,0,163551,2020-03-20 01:00:00,"01056","22.03.2020 00:00"
"153",163552,1,"Schleswig-Holstein","LK Pinneberg","A60-A79","W",1,0,163552,2020-03-06 01:00:00,"01056","22.03.2020 00:00"
"154",163553,1,"Schleswig-Holstein","LK Pinneberg","A60-A79","W",1,0,163553,2020-03-10 01:00:00,"01056","22.03.2020 00:00"
"155",163554,1,"Schleswig-Holstein","LK Pinneberg","A60-A79","W",1,0,163554,2020-03-11 01:00:00,"01056","22.03.2020 00:00"
"156",163555,1,"Schleswig-Holstein","LK Pinneberg","A60-A79","W",1,0,163555,2020-03-17 01:00:00,"01056","22.03.2020 00:00"
"157",163556,1,"Schleswig-Holstein","LK Pinneberg","A60-A79","W",1,0,163556,2020-03-18 01:00:00,"01056","22.03.2020 00:00"
"158",163557,1,"Schleswig-Holstein","LK Pinneberg","A80+","M",1,0,163557,2020-03-21 01:00:00,"01056","22.03.2020 00:00"
"159",163558,1,"Schleswig-Holstein","LK Plön","A35-A59","M",2,0,163558,2020-03-09 01:00:00,"01057","22.03.2020 00:00"
"160",163559,1,"Schleswig-Holstein","LK Plön","A35-A59","M",1,0,163559,2020-03-14 01:00:00,"01057","22.03.2020 00:00"
"161",163560,1,"Schleswig-Holstein","LK Plön","A35-A59","M",1,0,163560,2020-03-16 01:00:00,"01057","22.03.2020 00:00"
"162",163561,1,"Schleswig-Holstein","LK Plön","A35-A59","M",1,0,163561,2020-03-20 01:00:00,"01057","22.03.2020 00:00"
"163",163562,1,"Schleswig-Holstein","LK Plön","A35-A59","W",1,0,163562,2020-03-14 01:00:00,"01057","22.03.2020 00:00"
"164",163563,1,"Schleswig-Holstein","LK Plön","A35-A59","W",1,0,163563,2020-03-17 01:00:00,"01057","22.03.2020 00:00"
"165",163564,1,"Schleswig-Holstein","LK Plön","A35-A59","W",1,0,163564,2020-03-19 01:00:00,"01057","22.03.2020 00:00"
"166",163565,1,"Schleswig-Holstein","LK Plön","A60-A79","M",1,0,163565,2020-03-14 01:00:00,"01057","22.03.2020 00:00"
"167",163566,1,"Schleswig-Holstein","LK Plön","A60-A79","M",2,0,163566,2020-03-18 01:00:00,"01057","22.03.2020 00:00"
"168",163567,1,"Schleswig-Holstein","LK Plön","A60-A79","W",1,0,163567,2020-03-16 01:00:00,"01057","22.03.2020 00:00"
"169",163568,1,"Schleswig-Holstein","LK Rendsburg-Eckernförde","A15-A34","W",2,0,163568,2020-03-15 01:00:00,"01058","22.03.2020 00:00"
"170",163569,1,"Schleswig-Holstein","LK Rendsburg-Eckernförde","A15-A34","W",2,0,163569,2020-03-19 01:00:00,"01058","22.03.2020 00:00"
"171",163570,1,"Schleswig-Holstein","LK Rendsburg-Eckernförde","A15-A34","W",1,0,163570,2020-03-20 01:00:00,"01058","22.03.2020 00:00"
"172",163571,1,"Schleswig-Holstein","LK Rendsburg-Eckernförde","A35-A59","M",1,0,163571,2020-03-11 01:00:00,"01058","22.03.2020 00:00"
"173",163572,1,"Schleswig-Holstein","LK Rendsburg-Eckernförde","A35-A59","M",1,0,163572,2020-03-13 01:00:00,"01058","22.03.2020 00:00"
"174",163573,1,"Schleswig-Holstein","LK Rendsburg-Eckernförde","A35-A59","M",2,0,163573,2020-03-15 01:00:00,"01058","22.03.2020 00:00"
"175",163574,1,"Schleswig-Holstein","LK Rendsburg-Eckernförde","A35-A59","M",2,0,163574,2020-03-17 01:00:00,"01058","22.03.2020 00:00"
"176",163575,1,"Schleswig-Holstein","LK Rendsburg-Eckernförde","A35-A59","M",2,0,163575,2020-03-18 01:00:00,"01058","22.03.2020 00:00"
"177",163576,1,"Schleswig-Holstein","LK Rendsburg-Eckernförde","A35-A59","M",1,0,163576,2020-03-20 01:00:00,"01058","22.03.2020 00:00"
"178",163577,1,"Schleswig-Holstein","LK Rendsburg-Eckernförde","A35-A59","W",1,0,163577,2020-03-11 01:00:00,"01058","22.03.2020 00:00"
"179",163578,1,"Schleswig-Holstein","LK Rendsburg-Eckernförde","A35-A59","W",1,0,163578,2020-03-17 01:00:00,"01058","22.03.2020 00:00"
"180",163579,1,"Schleswig-Holstein","LK Rendsburg-Eckernförde","A35-A59","W",1,0,163579,2020-03-18 01:00:00,"01058","22.03.2020 00:00"
"181",163580,1,"Schleswig-Holstein","LK Rendsburg-Eckernförde","A35-A59","W",1,0,163580,2020-03-20 01:00:00,"01058","22.03.2020 00:00"
"182",163581,1,"Schleswig-Holstein","LK Rendsburg-Eckernförde","A35-A59","W",1,0,163581,2020-03-21 01:00:00,"01058","22.03.2020 00:00"
"183",163582,1,"Schleswig-Holstein","LK Rendsburg-Eckernförde","A60-A79","M",1,0,163582,2020-03-12 01:00:00,"01058","22.03.2020 00:00"
"184",163583,1,"Schleswig-Holstein","LK Rendsburg-Eckernförde","A60-A79","M",1,0,163583,2020-03-13 01:00:00,"01058","22.03.2020 00:00"
"185",163584,1,"Schleswig-Holstein","LK Rendsburg-Eckernförde","A60-A79","M",1,0,163584,2020-03-16 01:00:00,"01058","22.03.2020 00:00"
"186",163585,1,"Schleswig-Holstein","LK Rendsburg-Eckernförde","A60-A79","M",1,0,163585,2020-03-18 01:00:00,"01058","22.03.2020 00:00"
"187",163586,1,"Schleswig-Holstein","LK Rendsburg-Eckernförde","A60-A79","M",1,0,163586,2020-03-20 01:00:00,"01058","22.03.2020 00:00"
"188",163587,1,"Schleswig-Holstein","LK Rendsburg-Eckernförde","A60-A79","M",2,0,163587,2020-03-21 01:00:00,"01058","22.03.2020 00:00"
