"","id","IdBundesland","Bundesland","Landkreis","Altersgruppe","Geschlecht","AnzahlFall","AnzahlTodesfall","ObjectId","Meldedatum","IdLandkreis","Datenstand"
"5416",168815,8,"Baden-Württemberg","LK Sigmaringen","A05-A14","M",1,0,168815,2020-03-20 01:00:00,"08437","22.03.2020 00:00"
"5417",168816,8,"Baden-Württemberg","LK Sigmaringen","A15-A34","M",1,0,168816,2020-03-15 01:00:00,"08437","22.03.2020 00:00"
"5418",168817,8,"Baden-Württemberg","LK Sigmaringen","A15-A34","M",1,0,168817,2020-03-16 01:00:00,"08437","22.03.2020 00:00"
"5419",168818,8,"Baden-Württemberg","LK Sigmaringen","A15-A34","M",2,0,168818,2020-03-17 01:00:00,"08437","22.03.2020 00:00"
"5420",168819,8,"Baden-Württemberg","LK Sigmaringen","A15-A34","M",1,0,168819,2020-03-19 01:00:00,"08437","22.03.2020 00:00"
"5421",168820,8,"Baden-Württemberg","LK Sigmaringen","A15-A34","M",2,0,168820,2020-03-20 01:00:00,"08437","22.03.2020 00:00"
"5422",168821,8,"Baden-Württemberg","LK Sigmaringen","A15-A34","M",1,0,168821,2020-03-21 01:00:00,"08437","22.03.2020 00:00"
"5423",168822,8,"Baden-Württemberg","LK Sigmaringen","A15-A34","W",1,0,168822,2020-03-15 01:00:00,"08437","22.03.2020 00:00"
"5424",168823,8,"Baden-Württemberg","LK Sigmaringen","A15-A34","W",1,0,168823,2020-03-16 01:00:00,"08437","22.03.2020 00:00"
"5425",168824,8,"Baden-Württemberg","LK Sigmaringen","A15-A34","W",2,0,168824,2020-03-17 01:00:00,"08437","22.03.2020 00:00"
"5426",168825,8,"Baden-Württemberg","LK Sigmaringen","A15-A34","W",1,0,168825,2020-03-18 01:00:00,"08437","22.03.2020 00:00"
"5427",168826,8,"Baden-Württemberg","LK Sigmaringen","A15-A34","W",1,0,168826,2020-03-19 01:00:00,"08437","22.03.2020 00:00"
"5428",168827,8,"Baden-Württemberg","LK Sigmaringen","A15-A34","W",3,0,168827,2020-03-20 01:00:00,"08437","22.03.2020 00:00"
"5429",168828,8,"Baden-Württemberg","LK Sigmaringen","A35-A59","M",1,0,168828,2020-03-04 01:00:00,"08437","22.03.2020 00:00"
"5430",168829,8,"Baden-Württemberg","LK Sigmaringen","A35-A59","M",1,0,168829,2020-03-12 01:00:00,"08437","22.03.2020 00:00"
"5431",168830,8,"Baden-Württemberg","LK Sigmaringen","A35-A59","M",3,0,168830,2020-03-13 01:00:00,"08437","22.03.2020 00:00"
"5432",168831,8,"Baden-Württemberg","LK Sigmaringen","A35-A59","M",3,0,168831,2020-03-15 01:00:00,"08437","22.03.2020 00:00"
"5433",168832,8,"Baden-Württemberg","LK Sigmaringen","A35-A59","M",2,0,168832,2020-03-17 01:00:00,"08437","22.03.2020 00:00"
"5434",168833,8,"Baden-Württemberg","LK Sigmaringen","A35-A59","M",5,0,168833,2020-03-18 01:00:00,"08437","22.03.2020 00:00"
"5435",168834,8,"Baden-Württemberg","LK Sigmaringen","A35-A59","M",4,0,168834,2020-03-19 01:00:00,"08437","22.03.2020 00:00"
"5436",168835,8,"Baden-Württemberg","LK Sigmaringen","A35-A59","M",2,0,168835,2020-03-20 01:00:00,"08437","22.03.2020 00:00"
"5437",168836,8,"Baden-Württemberg","LK Sigmaringen","A35-A59","M",2,0,168836,2020-03-21 01:00:00,"08437","22.03.2020 00:00"
"5438",168837,8,"Baden-Württemberg","LK Sigmaringen","A35-A59","unbekannt",2,0,168837,2020-03-21 01:00:00,"08437","22.03.2020 00:00"
"5439",168838,8,"Baden-Württemberg","LK Sigmaringen","A35-A59","W",2,0,168838,2020-03-10 01:00:00,"08437","22.03.2020 00:00"
"5440",168839,8,"Baden-Württemberg","LK Sigmaringen","A35-A59","W",1,0,168839,2020-03-11 01:00:00,"08437","22.03.2020 00:00"
"5441",168840,8,"Baden-Württemberg","LK Sigmaringen","A35-A59","W",1,0,168840,2020-03-12 01:00:00,"08437","22.03.2020 00:00"
"5442",168841,8,"Baden-Württemberg","LK Sigmaringen","A35-A59","W",3,0,168841,2020-03-13 01:00:00,"08437","22.03.2020 00:00"
"5443",168842,8,"Baden-Württemberg","LK Sigmaringen","A35-A59","W",2,0,168842,2020-03-15 01:00:00,"08437","22.03.2020 00:00"
"5444",168843,8,"Baden-Württemberg","LK Sigmaringen","A35-A59","W",5,0,168843,2020-03-18 01:00:00,"08437","22.03.2020 00:00"
"5445",168844,8,"Baden-Württemberg","LK Sigmaringen","A35-A59","W",6,0,168844,2020-03-19 01:00:00,"08437","22.03.2020 00:00"
"5446",168845,8,"Baden-Württemberg","LK Sigmaringen","A35-A59","W",5,0,168845,2020-03-20 01:00:00,"08437","22.03.2020 00:00"
"5447",168846,8,"Baden-Württemberg","LK Sigmaringen","A35-A59","W",1,0,168846,2020-03-21 01:00:00,"08437","22.03.2020 00:00"
"5448",168847,8,"Baden-Württemberg","LK Sigmaringen","A60-A79","M",1,0,168847,2020-03-15 01:00:00,"08437","22.03.2020 00:00"
"5449",168848,8,"Baden-Württemberg","LK Sigmaringen","A60-A79","M",4,0,168848,2020-03-19 01:00:00,"08437","22.03.2020 00:00"
"5450",168849,8,"Baden-Württemberg","LK Sigmaringen","A60-A79","M",3,0,168849,2020-03-20 01:00:00,"08437","22.03.2020 00:00"
"5451",168850,8,"Baden-Württemberg","LK Sigmaringen","A60-A79","W",1,0,168850,2020-03-20 01:00:00,"08437","22.03.2020 00:00"
"5452",168851,8,"Baden-Württemberg","LK Sigmaringen","A80+","M",1,1,168851,2020-03-18 01:00:00,"08437","22.03.2020 00:00"
"5453",168852,8,"Baden-Württemberg","LK Sigmaringen","A80+","W",2,1,168852,2020-03-20 01:00:00,"08437","22.03.2020 00:00"
"5454",168853,9,"Bayern","SK Ingolstadt","A15-A34","M",1,0,168853,2020-03-06 01:00:00,"09161","22.03.2020 00:00"
"5455",168854,9,"Bayern","SK Ingolstadt","A35-A59","M",1,0,168854,2020-03-20 01:00:00,"09161","22.03.2020 00:00"
"5456",168855,9,"Bayern","SK Ingolstadt","A35-A59","W",1,0,168855,2020-03-18 01:00:00,"09161","22.03.2020 00:00"
"5457",168856,9,"Bayern","SK Ingolstadt","A35-A59","W",1,0,168856,2020-03-19 01:00:00,"09161","22.03.2020 00:00"
"5458",168857,9,"Bayern","SK Ingolstadt","A60-A79","M",1,0,168857,2020-03-17 01:00:00,"09161","22.03.2020 00:00"
"5459",168858,9,"Bayern","SK München","A00-A04","M",1,0,168858,2020-03-11 01:00:00,"09162","22.03.2020 00:00"
"5460",168859,9,"Bayern","SK München","A00-A04","M",1,0,168859,2020-03-16 01:00:00,"09162","22.03.2020 00:00"
"5461",168860,9,"Bayern","SK München","A00-A04","M",1,0,168860,2020-03-17 01:00:00,"09162","22.03.2020 00:00"
"5462",168861,9,"Bayern","SK München","A00-A04","M",3,0,168861,2020-03-18 01:00:00,"09162","22.03.2020 00:00"
"5463",168862,9,"Bayern","SK München","A00-A04","M",1,0,168862,2020-03-19 01:00:00,"09162","22.03.2020 00:00"
"5464",168863,9,"Bayern","SK München","A00-A04","W",1,0,168863,2020-03-16 01:00:00,"09162","22.03.2020 00:00"
"5465",168864,9,"Bayern","SK München","A00-A04","W",2,0,168864,2020-03-17 01:00:00,"09162","22.03.2020 00:00"
"5466",168865,9,"Bayern","SK München","A00-A04","W",1,0,168865,2020-03-18 01:00:00,"09162","22.03.2020 00:00"
"5467",168866,9,"Bayern","SK München","A05-A14","M",1,0,168866,2020-03-05 01:00:00,"09162","22.03.2020 00:00"
"5468",168867,9,"Bayern","SK München","A05-A14","M",1,0,168867,2020-03-11 01:00:00,"09162","22.03.2020 00:00"
"5469",168868,9,"Bayern","SK München","A05-A14","M",2,0,168868,2020-03-13 01:00:00,"09162","22.03.2020 00:00"
"5470",168869,9,"Bayern","SK München","A05-A14","M",1,0,168869,2020-03-17 01:00:00,"09162","22.03.2020 00:00"
"5471",168870,9,"Bayern","SK München","A05-A14","M",1,0,168870,2020-03-18 01:00:00,"09162","22.03.2020 00:00"
"5472",168871,9,"Bayern","SK München","A05-A14","W",1,0,168871,2020-03-10 01:00:00,"09162","22.03.2020 00:00"
"5473",168872,9,"Bayern","SK München","A05-A14","W",2,0,168872,2020-03-11 01:00:00,"09162","22.03.2020 00:00"
"5474",168873,9,"Bayern","SK München","A05-A14","W",1,0,168873,2020-03-13 01:00:00,"09162","22.03.2020 00:00"
"5475",168874,9,"Bayern","SK München","A05-A14","W",1,0,168874,2020-03-14 01:00:00,"09162","22.03.2020 00:00"
"5476",168875,9,"Bayern","SK München","A05-A14","W",2,0,168875,2020-03-17 01:00:00,"09162","22.03.2020 00:00"
"5477",168876,9,"Bayern","SK München","A05-A14","W",1,0,168876,2020-03-18 01:00:00,"09162","22.03.2020 00:00"
"5478",168877,9,"Bayern","SK München","A05-A14","W",2,0,168877,2020-03-19 01:00:00,"09162","22.03.2020 00:00"
"5479",168878,9,"Bayern","SK München","A15-A34","M",1,0,168878,2020-02-03 01:00:00,"09162","22.03.2020 00:00"
"5480",168879,9,"Bayern","SK München","A15-A34","M",1,0,168879,2020-02-28 01:00:00,"09162","22.03.2020 00:00"
"5481",168880,9,"Bayern","SK München","A15-A34","M",2,0,168880,2020-03-06 01:00:00,"09162","22.03.2020 00:00"
"5482",168881,9,"Bayern","SK München","A15-A34","M",2,0,168881,2020-03-09 01:00:00,"09162","22.03.2020 00:00"
"5483",168882,9,"Bayern","SK München","A15-A34","M",5,0,168882,2020-03-10 01:00:00,"09162","22.03.2020 00:00"
"5484",168883,9,"Bayern","SK München","A15-A34","M",1,0,168883,2020-03-11 01:00:00,"09162","22.03.2020 00:00"
"5485",168884,9,"Bayern","SK München","A15-A34","M",3,0,168884,2020-03-12 01:00:00,"09162","22.03.2020 00:00"
"5486",168885,9,"Bayern","SK München","A15-A34","M",5,0,168885,2020-03-13 01:00:00,"09162","22.03.2020 00:00"
"5487",168886,9,"Bayern","SK München","A15-A34","M",3,0,168886,2020-03-14 01:00:00,"09162","22.03.2020 00:00"
"5488",168887,9,"Bayern","SK München","A15-A34","M",1,0,168887,2020-03-15 01:00:00,"09162","22.03.2020 00:00"
"5489",168888,9,"Bayern","SK München","A15-A34","M",16,0,168888,2020-03-16 01:00:00,"09162","22.03.2020 00:00"
"5490",168889,9,"Bayern","SK München","A15-A34","M",24,0,168889,2020-03-17 01:00:00,"09162","22.03.2020 00:00"
"5491",168890,9,"Bayern","SK München","A15-A34","M",18,0,168890,2020-03-18 01:00:00,"09162","22.03.2020 00:00"
"5492",168891,9,"Bayern","SK München","A15-A34","M",9,0,168891,2020-03-19 01:00:00,"09162","22.03.2020 00:00"
"5493",168892,9,"Bayern","SK München","A15-A34","W",1,0,168892,2020-01-29 01:00:00,"09162","22.03.2020 00:00"
"5494",168893,9,"Bayern","SK München","A15-A34","W",2,0,168893,2020-03-05 01:00:00,"09162","22.03.2020 00:00"
"5495",168894,9,"Bayern","SK München","A15-A34","W",1,0,168894,2020-03-09 01:00:00,"09162","22.03.2020 00:00"
"5496",168895,9,"Bayern","SK München","A15-A34","W",3,0,168895,2020-03-10 01:00:00,"09162","22.03.2020 00:00"
"5497",168896,9,"Bayern","SK München","A15-A34","W",3,0,168896,2020-03-11 01:00:00,"09162","22.03.2020 00:00"
"5498",168897,9,"Bayern","SK München","A15-A34","W",6,0,168897,2020-03-12 01:00:00,"09162","22.03.2020 00:00"
"5499",168898,9,"Bayern","SK München","A15-A34","W",15,0,168898,2020-03-13 01:00:00,"09162","22.03.2020 00:00"
"5500",168899,9,"Bayern","SK München","A15-A34","W",3,0,168899,2020-03-14 01:00:00,"09162","22.03.2020 00:00"
"5501",168900,9,"Bayern","SK München","A15-A34","W",1,0,168900,2020-03-15 01:00:00,"09162","22.03.2020 00:00"
"5502",168901,9,"Bayern","SK München","A15-A34","W",11,0,168901,2020-03-16 01:00:00,"09162","22.03.2020 00:00"
"5503",168902,9,"Bayern","SK München","A15-A34","W",27,0,168902,2020-03-17 01:00:00,"09162","22.03.2020 00:00"
"5504",168903,9,"Bayern","SK München","A15-A34","W",24,0,168903,2020-03-18 01:00:00,"09162","22.03.2020 00:00"
"5505",168904,9,"Bayern","SK München","A15-A34","W",5,0,168904,2020-03-19 01:00:00,"09162","22.03.2020 00:00"
"5506",168905,9,"Bayern","SK München","A35-A59","M",1,0,168905,2020-02-11 01:00:00,"09162","22.03.2020 00:00"
"5507",168906,9,"Bayern","SK München","A35-A59","M",1,0,168906,2020-02-28 01:00:00,"09162","22.03.2020 00:00"
"5508",168907,9,"Bayern","SK München","A35-A59","M",1,0,168907,2020-03-02 01:00:00,"09162","22.03.2020 00:00"
"5509",168908,9,"Bayern","SK München","A35-A59","M",2,0,168908,2020-03-04 01:00:00,"09162","22.03.2020 00:00"
"5510",168909,9,"Bayern","SK München","A35-A59","M",1,0,168909,2020-03-05 01:00:00,"09162","22.03.2020 00:00"
"5511",168910,9,"Bayern","SK München","A35-A59","M",3,0,168910,2020-03-06 01:00:00,"09162","22.03.2020 00:00"
"5512",168911,9,"Bayern","SK München","A35-A59","M",7,0,168911,2020-03-09 01:00:00,"09162","22.03.2020 00:00"
"5513",168912,9,"Bayern","SK München","A35-A59","M",6,0,168912,2020-03-10 01:00:00,"09162","22.03.2020 00:00"
"5514",168913,9,"Bayern","SK München","A35-A59","M",5,0,168913,2020-03-11 01:00:00,"09162","22.03.2020 00:00"
"5515",168914,9,"Bayern","SK München","A35-A59","M",2,0,168914,2020-03-12 01:00:00,"09162","22.03.2020 00:00"
"5516",168915,9,"Bayern","SK München","A35-A59","M",11,0,168915,2020-03-13 01:00:00,"09162","22.03.2020 00:00"
"5517",168916,9,"Bayern","SK München","A35-A59","M",7,0,168916,2020-03-14 01:00:00,"09162","22.03.2020 00:00"
"5518",168917,9,"Bayern","SK München","A35-A59","M",17,0,168917,2020-03-16 01:00:00,"09162","22.03.2020 00:00"
"5519",168918,9,"Bayern","SK München","A35-A59","M",41,0,168918,2020-03-17 01:00:00,"09162","22.03.2020 00:00"
"5520",168919,9,"Bayern","SK München","A35-A59","M",49,0,168919,2020-03-18 01:00:00,"09162","22.03.2020 00:00"
"5521",168920,9,"Bayern","SK München","A35-A59","M",12,0,168920,2020-03-19 01:00:00,"09162","22.03.2020 00:00"
"5522",168921,9,"Bayern","SK München","A35-A59","unbekannt",1,0,168921,2020-03-19 01:00:00,"09162","22.03.2020 00:00"
"5523",168922,9,"Bayern","SK München","A35-A59","W",1,0,168922,2020-03-02 01:00:00,"09162","22.03.2020 00:00"
"5524",168923,9,"Bayern","SK München","A35-A59","W",1,0,168923,2020-03-03 01:00:00,"09162","22.03.2020 00:00"
"5525",168924,9,"Bayern","SK München","A35-A59","W",1,0,168924,2020-03-04 01:00:00,"09162","22.03.2020 00:00"
"5526",168925,9,"Bayern","SK München","A35-A59","W",1,0,168925,2020-03-05 01:00:00,"09162","22.03.2020 00:00"
"5527",168926,9,"Bayern","SK München","A35-A59","W",5,0,168926,2020-03-06 01:00:00,"09162","22.03.2020 00:00"
"5528",168927,9,"Bayern","SK München","A35-A59","W",7,0,168927,2020-03-09 01:00:00,"09162","22.03.2020 00:00"
"5529",168928,9,"Bayern","SK München","A35-A59","W",8,0,168928,2020-03-10 01:00:00,"09162","22.03.2020 00:00"
"5530",168929,9,"Bayern","SK München","A35-A59","W",4,0,168929,2020-03-11 01:00:00,"09162","22.03.2020 00:00"
"5531",168930,9,"Bayern","SK München","A35-A59","W",4,0,168930,2020-03-12 01:00:00,"09162","22.03.2020 00:00"
"5532",168931,9,"Bayern","SK München","A35-A59","W",12,0,168931,2020-03-13 01:00:00,"09162","22.03.2020 00:00"
"5533",168932,9,"Bayern","SK München","A35-A59","W",8,0,168932,2020-03-14 01:00:00,"09162","22.03.2020 00:00"
"5534",168933,9,"Bayern","SK München","A35-A59","W",14,0,168933,2020-03-16 01:00:00,"09162","22.03.2020 00:00"
"5535",168934,9,"Bayern","SK München","A35-A59","W",33,0,168934,2020-03-17 01:00:00,"09162","22.03.2020 00:00"
"5536",168935,9,"Bayern","SK München","A35-A59","W",27,0,168935,2020-03-18 01:00:00,"09162","22.03.2020 00:00"
"5537",168936,9,"Bayern","SK München","A35-A59","W",12,0,168936,2020-03-19 01:00:00,"09162","22.03.2020 00:00"
"5538",168937,9,"Bayern","SK München","A60-A79","M",1,0,168937,2020-03-02 01:00:00,"09162","22.03.2020 00:00"
"5539",168938,9,"Bayern","SK München","A60-A79","M",1,0,168938,2020-03-06 01:00:00,"09162","22.03.2020 00:00"
"5540",168939,9,"Bayern","SK München","A60-A79","M",2,0,168939,2020-03-09 01:00:00,"09162","22.03.2020 00:00"
"5541",168940,9,"Bayern","SK München","A60-A79","M",3,0,168940,2020-03-11 01:00:00,"09162","22.03.2020 00:00"
"5542",168941,9,"Bayern","SK München","A60-A79","M",2,0,168941,2020-03-12 01:00:00,"09162","22.03.2020 00:00"
"5543",168942,9,"Bayern","SK München","A60-A79","M",1,0,168942,2020-03-13 01:00:00,"09162","22.03.2020 00:00"
"5544",168943,9,"Bayern","SK München","A60-A79","M",1,0,168943,2020-03-14 01:00:00,"09162","22.03.2020 00:00"
"5545",168944,9,"Bayern","SK München","A60-A79","M",4,0,168944,2020-03-16 01:00:00,"09162","22.03.2020 00:00"
"5546",168945,9,"Bayern","SK München","A60-A79","M",8,0,168945,2020-03-17 01:00:00,"09162","22.03.2020 00:00"
"5547",168946,9,"Bayern","SK München","A60-A79","M",7,0,168946,2020-03-18 01:00:00,"09162","22.03.2020 00:00"
"5548",168947,9,"Bayern","SK München","A60-A79","M",2,0,168947,2020-03-19 01:00:00,"09162","22.03.2020 00:00"
"5549",168948,9,"Bayern","SK München","A60-A79","W",2,0,168948,2020-03-09 01:00:00,"09162","22.03.2020 00:00"
"5550",168949,9,"Bayern","SK München","A60-A79","W",1,0,168949,2020-03-10 01:00:00,"09162","22.03.2020 00:00"
"5551",168950,9,"Bayern","SK München","A60-A79","W",1,0,168950,2020-03-11 01:00:00,"09162","22.03.2020 00:00"
"5552",168951,9,"Bayern","SK München","A60-A79","W",1,0,168951,2020-03-12 01:00:00,"09162","22.03.2020 00:00"
"5553",168952,9,"Bayern","SK München","A60-A79","W",1,0,168952,2020-03-13 01:00:00,"09162","22.03.2020 00:00"
"5554",168953,9,"Bayern","SK München","A60-A79","W",2,0,168953,2020-03-14 01:00:00,"09162","22.03.2020 00:00"
"5555",168954,9,"Bayern","SK München","A60-A79","W",1,0,168954,2020-03-16 01:00:00,"09162","22.03.2020 00:00"
"5556",168955,9,"Bayern","SK München","A60-A79","W",3,0,168955,2020-03-17 01:00:00,"09162","22.03.2020 00:00"
"5557",168956,9,"Bayern","SK München","A60-A79","W",8,0,168956,2020-03-18 01:00:00,"09162","22.03.2020 00:00"
"5558",168957,9,"Bayern","SK München","A60-A79","W",1,0,168957,2020-03-19 01:00:00,"09162","22.03.2020 00:00"
"5559",168958,9,"Bayern","SK München","A80+","M",1,0,168958,2020-03-13 01:00:00,"09162","22.03.2020 00:00"
"5560",168959,9,"Bayern","SK München","A80+","M",1,0,168959,2020-03-17 01:00:00,"09162","22.03.2020 00:00"
"5561",168960,9,"Bayern","SK München","A80+","M",1,0,168960,2020-03-18 01:00:00,"09162","22.03.2020 00:00"
"5562",168961,9,"Bayern","SK München","A80+","W",1,0,168961,2020-03-17 01:00:00,"09162","22.03.2020 00:00"
"5563",168962,9,"Bayern","SK München","A80+","W",1,0,168962,2020-03-18 01:00:00,"09162","22.03.2020 00:00"
"5564",168963,9,"Bayern","SK München","unbekannt","M",1,0,168963,2020-03-10 01:00:00,"09162","22.03.2020 00:00"
"5565",168964,9,"Bayern","SK Rosenheim","A15-A34","M",3,0,168964,2020-03-21 01:00:00,"09163","22.03.2020 00:00"
"5566",168965,9,"Bayern","SK Rosenheim","A15-A34","W",1,0,168965,2020-03-11 01:00:00,"09163","22.03.2020 00:00"
"5567",168966,9,"Bayern","SK Rosenheim","A35-A59","M",1,0,168966,2020-03-21 01:00:00,"09163","22.03.2020 00:00"
"5568",168967,9,"Bayern","SK Rosenheim","A35-A59","W",3,0,168967,2020-03-21 01:00:00,"09163","22.03.2020 00:00"
"5569",168968,9,"Bayern","LK Altötting","A15-A34","M",1,0,168968,2020-03-17 01:00:00,"09171","22.03.2020 00:00"
"5570",168969,9,"Bayern","LK Altötting","A15-A34","M",1,0,168969,2020-03-20 01:00:00,"09171","22.03.2020 00:00"
"5571",168970,9,"Bayern","LK Altötting","A15-A34","W",2,0,168970,2020-03-18 01:00:00,"09171","22.03.2020 00:00"
"5572",168971,9,"Bayern","LK Altötting","A35-A59","M",2,0,168971,2020-03-19 01:00:00,"09171","22.03.2020 00:00"
"5573",168972,9,"Bayern","LK Altötting","A35-A59","M",1,0,168972,2020-03-20 01:00:00,"09171","22.03.2020 00:00"
"5574",168973,9,"Bayern","LK Altötting","A35-A59","W",4,0,168973,2020-03-18 01:00:00,"09171","22.03.2020 00:00"
"5575",168974,9,"Bayern","LK Altötting","A35-A59","W",2,0,168974,2020-03-19 01:00:00,"09171","22.03.2020 00:00"
"5576",168975,9,"Bayern","LK Altötting","A60-A79","M",1,0,168975,2020-03-19 01:00:00,"09171","22.03.2020 00:00"
"5577",168976,9,"Bayern","LK Altötting","A60-A79","M",1,0,168976,2020-03-20 01:00:00,"09171","22.03.2020 00:00"
"5578",168977,9,"Bayern","LK Altötting","A60-A79","M",1,0,168977,2020-03-21 01:00:00,"09171","22.03.2020 00:00"
"5579",168978,9,"Bayern","LK Altötting","A60-A79","W",1,0,168978,2020-03-19 01:00:00,"09171","22.03.2020 00:00"
"5580",168979,9,"Bayern","LK Altötting","A60-A79","W",1,0,168979,2020-03-21 01:00:00,"09171","22.03.2020 00:00"
"5581",168980,9,"Bayern","LK Altötting","A80+","W",1,0,168980,2020-03-20 01:00:00,"09171","22.03.2020 00:00"
"5582",168981,9,"Bayern","LK Altötting","A80+","W",1,0,168981,2020-03-21 01:00:00,"09171","22.03.2020 00:00"
"5583",168982,9,"Bayern","LK Berchtesgadener Land","A05-A14","M",1,0,168982,2020-03-12 01:00:00,"09172","22.03.2020 00:00"
"5584",168983,9,"Bayern","LK Berchtesgadener Land","A35-A59","M",3,0,168983,2020-03-16 01:00:00,"09172","22.03.2020 00:00"
"5585",168984,9,"Bayern","LK Berchtesgadener Land","A35-A59","M",1,0,168984,2020-03-17 01:00:00,"09172","22.03.2020 00:00"
"5586",168985,9,"Bayern","LK Berchtesgadener Land","A35-A59","W",1,0,168985,2020-03-16 01:00:00,"09172","22.03.2020 00:00"
"5587",168986,9,"Bayern","LK Bad Tölz-Wolfratshausen","A00-A04","M",1,0,168986,2020-03-16 01:00:00,"09173","22.03.2020 00:00"
"5588",168987,9,"Bayern","LK Bad Tölz-Wolfratshausen","A05-A14","W",2,0,168987,2020-03-20 01:00:00,"09173","22.03.2020 00:00"
"5589",168988,9,"Bayern","LK Bad Tölz-Wolfratshausen","A15-A34","M",1,0,168988,2020-03-18 01:00:00,"09173","22.03.2020 00:00"
"5590",168989,9,"Bayern","LK Bad Tölz-Wolfratshausen","A15-A34","M",1,0,168989,2020-03-20 01:00:00,"09173","22.03.2020 00:00"
"5591",168990,9,"Bayern","LK Bad Tölz-Wolfratshausen","A15-A34","W",1,0,168990,2020-03-13 01:00:00,"09173","22.03.2020 00:00"
"5592",168991,9,"Bayern","LK Bad Tölz-Wolfratshausen","A15-A34","W",1,0,168991,2020-03-14 01:00:00,"09173","22.03.2020 00:00"
"5593",168992,9,"Bayern","LK Bad Tölz-Wolfratshausen","A15-A34","W",3,0,168992,2020-03-18 01:00:00,"09173","22.03.2020 00:00"
"5594",168993,9,"Bayern","LK Bad Tölz-Wolfratshausen","A15-A34","W",2,0,168993,2020-03-20 01:00:00,"09173","22.03.2020 00:00"
"5595",168994,9,"Bayern","LK Bad Tölz-Wolfratshausen","A35-A59","M",2,0,168994,2020-03-11 01:00:00,"09173","22.03.2020 00:00"
"5596",168995,9,"Bayern","LK Bad Tölz-Wolfratshausen","A35-A59","M",1,0,168995,2020-03-14 01:00:00,"09173","22.03.2020 00:00"
"5597",168996,9,"Bayern","LK Bad Tölz-Wolfratshausen","A35-A59","M",4,0,168996,2020-03-18 01:00:00,"09173","22.03.2020 00:00"
"5598",168997,9,"Bayern","LK Bad Tölz-Wolfratshausen","A35-A59","M",3,0,168997,2020-03-19 01:00:00,"09173","22.03.2020 00:00"
"5599",168998,9,"Bayern","LK Bad Tölz-Wolfratshausen","A35-A59","M",8,0,168998,2020-03-20 01:00:00,"09173","22.03.2020 00:00"
"5600",168999,9,"Bayern","LK Bad Tölz-Wolfratshausen","A35-A59","W",1,0,168999,2020-03-14 01:00:00,"09173","22.03.2020 00:00"
"5601",169000,9,"Bayern","LK Bad Tölz-Wolfratshausen","A35-A59","W",2,0,169000,2020-03-18 01:00:00,"09173","22.03.2020 00:00"
"5602",169001,9,"Bayern","LK Bad Tölz-Wolfratshausen","A35-A59","W",2,0,169001,2020-03-19 01:00:00,"09173","22.03.2020 00:00"
"5603",169002,9,"Bayern","LK Bad Tölz-Wolfratshausen","A35-A59","W",4,0,169002,2020-03-20 01:00:00,"09173","22.03.2020 00:00"
"5604",169003,9,"Bayern","LK Bad Tölz-Wolfratshausen","A60-A79","M",1,0,169003,2020-03-14 01:00:00,"09173","22.03.2020 00:00"
"5605",169004,9,"Bayern","LK Bad Tölz-Wolfratshausen","A60-A79","M",1,0,169004,2020-03-18 01:00:00,"09173","22.03.2020 00:00"
"5606",169005,9,"Bayern","LK Bad Tölz-Wolfratshausen","A60-A79","M",3,0,169005,2020-03-20 01:00:00,"09173","22.03.2020 00:00"
"5607",169006,9,"Bayern","LK Bad Tölz-Wolfratshausen","A60-A79","W",1,0,169006,2020-03-13 01:00:00,"09173","22.03.2020 00:00"
"5608",169007,9,"Bayern","LK Bad Tölz-Wolfratshausen","A60-A79","W",2,0,169007,2020-03-20 01:00:00,"09173","22.03.2020 00:00"
"5609",169008,9,"Bayern","LK Dachau","A05-A14","W",1,0,169008,2020-03-18 01:00:00,"09174","22.03.2020 00:00"
"5610",169009,9,"Bayern","LK Dachau","A15-A34","M",1,0,169009,2020-03-09 01:00:00,"09174","22.03.2020 00:00"
"5611",169010,9,"Bayern","LK Dachau","A15-A34","M",1,0,169010,2020-03-13 01:00:00,"09174","22.03.2020 00:00"
"5612",169011,9,"Bayern","LK Dachau","A15-A34","M",2,0,169011,2020-03-18 01:00:00,"09174","22.03.2020 00:00"
"5613",169012,9,"Bayern","LK Dachau","A15-A34","M",2,0,169012,2020-03-19 01:00:00,"09174","22.03.2020 00:00"
"5614",169013,9,"Bayern","LK Dachau","A15-A34","W",1,0,169013,2020-03-09 01:00:00,"09174","22.03.2020 00:00"
"5615",169014,9,"Bayern","LK Dachau","A15-A34","W",2,0,169014,2020-03-11 01:00:00,"09174","22.03.2020 00:00"
"5616",169015,9,"Bayern","LK Dachau","A15-A34","W",1,0,169015,2020-03-13 01:00:00,"09174","22.03.2020 00:00"
"5617",169016,9,"Bayern","LK Dachau","A15-A34","W",1,0,169016,2020-03-18 01:00:00,"09174","22.03.2020 00:00"
"5618",169017,9,"Bayern","LK Dachau","A35-A59","M",1,0,169017,2020-03-13 01:00:00,"09174","22.03.2020 00:00"
"5619",169018,9,"Bayern","LK Dachau","A35-A59","M",1,0,169018,2020-03-16 01:00:00,"09174","22.03.2020 00:00"
"5620",169019,9,"Bayern","LK Dachau","A35-A59","M",9,0,169019,2020-03-18 01:00:00,"09174","22.03.2020 00:00"
"5621",169020,9,"Bayern","LK Dachau","A35-A59","M",1,0,169020,2020-03-19 01:00:00,"09174","22.03.2020 00:00"
